source_path,size_bytes,sha256,disposition,canonical_target,reason
Threshold Python/tinysig-main/tinysig-main/.git/objects/8b/5385d0f002473acd850d9a0b23806bfb24cc04,3175,b716a0cb666b24c99848c36ffeccc55df0e97305737b0b8f770a0e1e32194d46,Discarded repository metadata,—,Embedded Git object/hook/log metadata is not canonical content.
Threshold Python/tinysig-main/tinysig-main/.git/objects/8b/94520a9f409719a8b73757e379efee57f2adf5,5302,8f2b9a22b3555975c8d00b4a56edd98f951108b802eef17ccbec1f97ebd8c374,Discarded repository metadata,—,Embedded Git object/hook/log metadata is not canonical content.
Threshold Python/tinysig-main/tinysig-main/.git/objects/8f/48c862ba7f691c2e1454087bebac2b94f3c5b9,1655,1c7598a9bcf936903b7e2350a107fc59e7da9fc9942221290008b7a6af003f22,Discarded repository metadata,—,Embedded Git object/hook/log metadata is not canonical content.
Threshold Python/tinysig-main/tinysig-main/.git/objects/8f/e93753626630b858aebabb4c760c0e617e23b5,61,867caabb176c898e4e22b85bf79096f2d4ddd57799d1c051593f5b53740af7e2,Discarded repository metadata,—,Embedded Git object/hook/log metadata is not canonical content.
Threshold Python/tinysig-main/tinysig-main/.git/objects/92/6e3371a52f4f9a9908fece6d9723d29bb46492,191,211826ffb2ad80e90e4d47d4af908f000aedfef1cc52e7b6b7f0e7cbdeca4900,Discarded repository metadata,—,Embedded Git object/hook/log metadata is not canonical content.
Threshold Python/tinysig-main/tinysig-main/.git/objects/96/dd1e58319ad92b7e79fce0e4cdfc0850bef447,8089,47434233a9032c620053ad97f4b7b43f776361581c95156cb76fd792337b2f27,Discarded repository metadata,—,Embedded Git object/hook/log metadata is not canonical content.
Threshold Python/tinysig-main/tinysig-main/.git/objects/97/a7a7d72784b28f846f689b0a871b11186ade62,183,af170a5eb6123a544cd7d41a9523dd9fa7981b260ba93d833f97ec70f8369bc4,Discarded repository metadata,—,Embedded Git object/hook/log metadata is not canonical content.
Threshold Python/tinysig-main/tinysig-main/.git/objects/9e/9760aa97b53bb39970b6fa7047579054910efa,86,c4a44eb0122c57f45a36b9550f28194d395a42e9d023aa9ba01e68366585faa4,Discarded repository metadata,—,Embedded Git object/hook/log metadata is not canonical content.
Threshold Python/tinysig-main/tinysig-main/.git/objects/9e/d1320c9ad26f6841a3294dc7077a6fb55c355f,104,2eef65dc702ab7214c0dbf6d227e0470080fe436a9fdbc6515dbc44f5a6eac2a,Discarded repository metadata,—,Embedded Git object/hook/log metadata is not canonical content.
Threshold Python/tinysig-main/tinysig-main/.git/objects/a1/775db842f5e6ba19b7685566c427764b335b58,4159,000aeaf1cd52aa334f939fcad2f06bb9dfd8db0d32ce62cf708c936ca4fbc87f,Discarded repository metadata,—,Embedded Git object/hook/log metadata is not canonical content.
Threshold Python/tinysig-main/tinysig-main/.git/objects/a5/17339bb8738d6e6d2c1e69788a44057683acd9,1499,253ecd5b22151733124c50bf5aab9b6d8ca2c3ff3953cda38703637d6c26e1ab,Discarded repository metadata,—,Embedded Git object/hook/log metadata is not canonical content.
Threshold Python/tinysig-main/tinysig-main/.git/objects/a5/d3e4b0ac5210566d45a56e066233096214f418,2470,57de2892f7982921304d152ddbfd3c610be0af774be1b7af0abce0e644cf01ab,Discarded repository metadata,—,Embedded Git object/hook/log metadata is not canonical content.
Threshold Python/tinysig-main/tinysig-main/.git/objects/a8/c6a2d67ee5c322d290fe4d9ed88f75c497a804,660,e11d6c65cf4fffee7de375b367a33f92c542e37cec978e4415c57954a934deac,Discarded repository metadata,—,Embedded Git object/hook/log metadata is not canonical content.
Threshold Python/tinysig-main/tinysig-main/.git/objects/a9/c0b65ca3b6b03b8e0e2898b2e7f5977f0e13e7,174,2dbd85cb8d72831be04684b7fa8b7b886b3df1f5772221b6c697af843ea1164f,Discarded repository metadata,—,Embedded Git object/hook/log metadata is not canonical content.
Threshold Python/tinysig-main/tinysig-main/.git/objects/aa/35a419b144a4412b3f684fb8330e7dc0f9c2e8,59,bbf66280a73304b969353028d3da248a5af639a4ab5e5edb410e6b48064cd7a7,Discarded repository metadata,—,Embedded Git object/hook/log metadata is not canonical content.
Threshold Python/tinysig-main/tinysig-main/.git/objects/ab/3babe5e256c7da79ed11d0f532356566b87936,56,914f313829ce01461cbe4e2cb9b3b1be0ff9a1eb839d183733379e5629bdf92c,Discarded repository metadata,—,Embedded Git object/hook/log metadata is not canonical content.
Threshold Python/tinysig-main/tinysig-main/.git/objects/ad/bb79cac44b26866ab030d264d4327ec435eb58,244,d034990437645d72d044cec71d41135322abd25cdbf5a9ca50e1e18f63d2c3b6,Discarded repository metadata,—,Embedded Git object/hook/log metadata is not canonical content.
Threshold Python/tinysig-main/tinysig-main/.git/objects/ae/4dc24d8486733168f98acd22feeb32d5613718,59,3827592db161f2f7e9192b825216797021e5cd405dd6ecb17d433ccd40317d6c,Discarded repository metadata,—,Embedded Git object/hook/log metadata is not canonical content.
Threshold Python/tinysig-main/tinysig-main/.git/objects/ae/f962e60c69084bf7dab83109088a63f7257540,148,3f1933592ae16c885a55939ff3647c6855713bdaedc520108a767b157efd56f8,Discarded repository metadata,—,Embedded Git object/hook/log metadata is not canonical content.
Threshold Python/tinysig-main/tinysig-main/.git/objects/af/7e9358cbf3858fee116831c521493b59e7c2e7,2708,a13ca39d4c4e82e2edd6943b0341e42d628d38c4e9382d5a5977c914eb630e49,Discarded repository metadata,—,Embedded Git object/hook/log metadata is not canonical content.
Threshold Python/tinysig-main/tinysig-main/.git/objects/b2/bde62cc1ccbc8e69d3389d3a43aa6a58f039cd,1732,3715d675936ea80d9347836d22d84d6f6ca08e6102c8597ed10f0e82771a03ef,Discarded repository metadata,—,Embedded Git object/hook/log metadata is not canonical content.
Threshold Python/tinysig-main/tinysig-main/.git/objects/b2/fac6f0db34ceffd78c4dd807688fe6a296e5c7,448,6ed1473d643187f9627068fbcd8eb6bd53a75c46cea9992244b26f312bf07b3c,Discarded repository metadata,—,Embedded Git object/hook/log metadata is not canonical content.
Threshold Python/tinysig-main/tinysig-main/.git/objects/b3/6634a80c63dcbb6bc0c6185100b0a8d92ff082,255,57ea4c1f5e30a3f7e056e906266d3b027f44ce173feae2eac9dbc17f8569c788,Discarded repository metadata,—,Embedded Git object/hook/log metadata is not canonical content.
Threshold Python/tinysig-main/tinysig-main/.git/objects/b3/f88920684b546ebcbe9d4b37bb705b0e1fbf43,198,3c5620c663853289d26f179601a38313b333a177fb287ac62fe8fd6a95732538,Discarded repository metadata,—,Embedded Git object/hook/log metadata is not canonical content.
Threshold Python/tinysig-main/tinysig-main/.git/objects/b4/512537fe237b0dd1cb819174be8b88e137531c,192,02342796dd01dd407dc2a1e9ac541e16cff226988c2e969ad4249a9199b91bdf,Discarded repository metadata,—,Embedded Git object/hook/log metadata is not canonical content.
Threshold Python/tinysig-main/tinysig-main/.git/objects/b8/0e8c6e135a5a845ae6c4794c71884918afae5e,54,57f58f4586b4137bed1f77239acdf9603ff68320aafb8639139bffb8b98ea6c4,Discarded repository metadata,—,Embedded Git object/hook/log metadata is not canonical content.
Threshold Python/tinysig-main/tinysig-main/.git/objects/b9/2dcb916e5195cedbac08e0f53ba87a04579e96,947,c95dfdaf4033aeb0664339115891513c7f13e82dd3fc950c7ee1e47111f7e45b,Discarded repository metadata,—,Embedded Git object/hook/log metadata is not canonical content.
Threshold Python/tinysig-main/tinysig-main/.git/objects/ba/7bcfd0d8e4cc70819b9a18e525a7be81525c31,154092,13e68565c6d9354dbf36c8c53a0f5a44b8dd8b3eec58d4bda1adfdfe9fc46b0d,Discarded repository metadata,—,Embedded Git object/hook/log metadata is not canonical content.
Threshold Python/tinysig-main/tinysig-main/.git/objects/bd/9a92f8bd23a24efd072823bf1a599d727a4f73,1309,6d6d4c6e0a47b5088d3d290c74fa7a8545c488cf52a0b779c087794f1d15ffd2,Discarded repository metadata,—,Embedded Git object/hook/log metadata is not canonical content.
Threshold Python/tinysig-main/tinysig-main/.git/objects/bf/23381c9bb86a267869f280f9a8d964b23e7211,454,642e571775271450cd463421854391e3ccded0bd069c772d8a0a24ff9e0ae870,Discarded repository metadata,—,Embedded Git object/hook/log metadata is not canonical content.
Threshold Python/tinysig-main/tinysig-main/.git/objects/c1/27d8a72ad6d732237d0277e0f601538a55bf03,1188,6812b705e58a07487399eb060bad65a3db91b789bbb8bbd09c705c2927f03f99,Discarded repository metadata,—,Embedded Git object/hook/log metadata is not canonical content.
Threshold Python/tinysig-main/tinysig-main/.git/objects/c1/b5ea62f8f845cbba366eb3ad3c4862172326b1,235,7553e421114095a6fa2b71d974fd1d06cd92bececd5fa35e64ce1a124c9bfd2c,Discarded repository metadata,—,Embedded Git object/hook/log metadata is not canonical content.
Threshold Python/tinysig-main/tinysig-main/.git/objects/c2/d35ed167d8c2383705c30945cfb07af4570dfc,1977,a8df9fcf3922e36b5b67f8aed9ee330f0820518ba4d53b2192aa5b6e4f3caeb1,Discarded repository metadata,—,Embedded Git object/hook/log metadata is not canonical content.
Threshold Python/tinysig-main/tinysig-main/.git/objects/c3/53981f5aafdb6fee6894bd4a8eab24e2cf4d0b,171,d9d948c2f6326d1bd684502e3201f3f9ec06b6f26019f9b8d061725202b8fee2,Discarded repository metadata,—,Embedded Git object/hook/log metadata is not canonical content.
Threshold Python/tinysig-main/tinysig-main/.git/objects/c5/db297d12b57058f3215635561f843838145794,732,31079c3daa275ef68ea702130a4b44eea8ffecd90f33f2274af2660a451c6b01,Discarded repository metadata,—,Embedded Git object/hook/log metadata is not canonical content.
Threshold Python/tinysig-main/tinysig-main/.git/objects/cc/7da31b7578c484c8d24620437d814c1ad1aedc,1755,85a80193f1bc2a34646906977bb3206fb48480cce6dca7fbbb2e1f67cdaf2b43,Discarded repository metadata,—,Embedded Git object/hook/log metadata is not canonical content.
Threshold Python/tinysig-main/tinysig-main/.git/objects/ce/6b38adb1082e9afc7beda818284b79b40e3ef9,1403,da82065adb15ee8bbf02668ca186f39d268f39510a602dd45ef1be25fc7243ce,Discarded repository metadata,—,Embedded Git object/hook/log metadata is not canonical content.
Threshold Python/tinysig-main/tinysig-main/.git/objects/d0/1d920d8d14609bb7f5628f9bfd0404101142dc,1006,cac65e0a4b2d65f2e032ebfe6b66bc035c0971b640564e06dd1620518f3f24ed,Discarded repository metadata,—,Embedded Git object/hook/log metadata is not canonical content.
Threshold Python/tinysig-main/tinysig-main/.git/objects/d8/0843eb7b700d2e702078475db0b85810e247af,115,b981220caa693da83c745a41db3871e2ee15182b0076f6066f9c9144195564f5,Discarded repository metadata,—,Embedded Git object/hook/log metadata is not canonical content.
Threshold Python/tinysig-main/tinysig-main/.git/objects/d9/a3a51ef14bb8e3625a02f8c06d24f9b4f15940,678,7a616f07eb5cfda25fefcd8ffe0830580b2337c2edad13753a1126021c44d497,Discarded repository metadata,—,Embedded Git object/hook/log metadata is not canonical content.
Threshold Python/tinysig-main/tinysig-main/.git/objects/e0/fe5d46ba360e32b4fa19fa8bb3028da4ec5e15,51,ae73dc286c7d74b4e93000cf05bc2bbbfb01193798c550c0dc3e72d4e3d4d4d3,Discarded repository metadata,—,Embedded Git object/hook/log metadata is not canonical content.
Threshold Python/tinysig-main/tinysig-main/.git/objects/e3/f495f826c9cf81958f8e1b3a0565d436423ce2,2026,9a84c3e1cd16b580bba9ba65bd630919a7b83b82181b85fe87027697f6b6b40e,Discarded repository metadata,—,Embedded Git object/hook/log metadata is not canonical content.
Threshold Python/tinysig-main/tinysig-main/.git/objects/e4/487aaf331b6d8da37445104462e080d73a8236,157,b23c9fe7b55ba88f441c0940a252936f60cecda9e201bad2dddc63a071e462ba,Discarded repository metadata,—,Embedded Git object/hook/log metadata is not canonical content.
Threshold Python/tinysig-main/tinysig-main/.git/objects/e6/03f79f84e54b849faf664230ac4c69b1de716f,117,75c007e8dba3d0d76a4957347853130f384bd1d9761d3959ce6ca6b6a861bd03,Discarded repository metadata,—,Embedded Git object/hook/log metadata is not canonical content.
Threshold Python/tinysig-main/tinysig-main/.git/objects/e6/9de29bb2d1d6434b8b29ae775ad8c2e48c5391,15,164c5fa8067facf1a43f09ce3d0e35ebf53a7f5723ecbf15a8667cfc53c26f6c,Discarded repository metadata,—,Embedded Git object/hook/log metadata is not canonical content.
Threshold Python/tinysig-main/tinysig-main/.git/objects/e7/7b7d3bec9c787b39ba04f7b3cea025c22442db,316,b7a3b883957e63b9c624265f13944ad4abd711914a1e9c925012bceabf71db42,Discarded repository metadata,—,Embedded Git object/hook/log metadata is not canonical content.
Threshold Python/tinysig-main/tinysig-main/.git/objects/e7/94aef26b68721383eb46b345085a519ce3dcb2,72,120247e3ef0846ad6dcfeabbcea0b247ac4120acac2bd76bc8e30da9191426e1,Discarded repository metadata,—,Embedded Git object/hook/log metadata is not canonical content.
Threshold Python/tinysig-main/tinysig-main/.git/objects/ea/09d0822c76bcd71d7ecfe0be25c46656c3e960,747,0a323bb7443d9fa04631993e67f3fd5b4aecf1b7848297a6901eb46aa951040a,Discarded repository metadata,—,Embedded Git object/hook/log metadata is not canonical content.
Threshold Python/tinysig-main/tinysig-main/.git/objects/ea/3a3676f8231a856f0988f4b3a0502d0f89b822,454,1aeee52d156b39472d9148958a6c1426707c132b43b0781f4fe5595d90c5165d,Discarded repository metadata,—,Embedded Git object/hook/log metadata is not canonical content.
Threshold Python/tinysig-main/tinysig-main/.git/objects/ea/7269e395a255671b5b3a10f21cb9793219d8b8,190,219950f2c2115fa52926d1b1f45714c431986d880014fdecc6e98e45a81d4ed7,Discarded repository metadata,—,Embedded Git object/hook/log metadata is not canonical content.
Threshold Python/tinysig-main/tinysig-main/.git/objects/ea/b86f3f5337d83ee6dac2311e8f1d28bee08669,1092,13d15a5b081a915509af44d5ad8ae80f9e426babb4a0c5b2c5f1bbbe5d2e1d14,Discarded repository metadata,—,Embedded Git object/hook/log metadata is not canonical content.
Threshold Python/tinysig-main/tinysig-main/.git/objects/ea/dbd6cc627bb47eb8812025362ae00b0c1564ab,548,749b22e1bf2e8be9d7ee9c11ae65290c9fed78700f3a218aee4b1ef6f8f20fb7,Discarded repository metadata,—,Embedded Git object/hook/log metadata is not canonical content.
Threshold Python/tinysig-main/tinysig-main/.git/objects/ed/49f77e3afb7e8b90518083d4c70b12faab4f5e,861,f2ab139ff065bbfb012da411dd85aaf452803319595bde9ed3591c47246f6b11,Discarded repository metadata,—,Embedded Git object/hook/log metadata is not canonical content.
Threshold Python/tinysig-main/tinysig-main/.git/objects/ef/071cd1fc67c2fc5b9755d78ea44f6d09d9fc00,383,a72e4331a993623379d3bc32a182f803e01fdec5ac6ae3d6cfd072242ce07619,Discarded repository metadata,—,Embedded Git object/hook/log metadata is not canonical content.
Threshold Python/tinysig-main/tinysig-main/.git/objects/ef/9cbd0626d629992d74b9f105673332fedb8903,86,470fffc4235a6d6e2662058c4783ef409cb02361cc88f761c859bcd8b408b3ac,Discarded repository metadata,—,Embedded Git object/hook/log metadata is not canonical content.
Threshold Python/tinysig-main/tinysig-main/.git/objects/ef/b67ea21fa6b76241c5ed4322621aa15db25fb4,259,3ccc4e80c4846659045bf7ccab60e4a936a300c4f539fe5890da94702ec643fa,Discarded repository metadata,—,Embedded Git object/hook/log metadata is not canonical content.
Threshold Python/tinysig-main/tinysig-main/.git/objects/f0/6b76bcf8af9913d2990780dd9fa0bf1f2c6191,93,ad734daebecdaa96235770250e8371f2d32a72bffadd6e55f81b8740e9456b1d,Discarded repository metadata,—,Embedded Git object/hook/log metadata is not canonical content.
Threshold Python/tinysig-main/tinysig-main/.git/objects/f2/aa44cbacbe0e2ff3c483fa94aac328b456a94d,8081,2caade8646d49c892ebeca1f22d1d3cc157bd92718368fcd61293717dcf9caf4,Discarded repository metadata,—,Embedded Git object/hook/log metadata is not canonical content.
Threshold Python/tinysig-main/tinysig-main/.git/objects/fc/1ae297efb56649734ddcd9383595733375913f,229,c5d2c1dea54f83cca8119bee7e1f02d0d0fc8a9331a6dfdfd4af57598e346543,Discarded repository metadata,—,Embedded Git object/hook/log metadata is not canonical content.
Threshold Python/tinysig-main/tinysig-main/.git/objects/fd/2391b50ec0f99fc74cdbcbac8aa5c920b5d06e,259,a7f36e301961b929d8b2a8c71c6a827bdcaf96190ce7d25a012857275fcdeb2c,Discarded repository metadata,—,Embedded Git object/hook/log metadata is not canonical content.
Threshold Python/tinysig-main/tinysig-main/.git/objects/fe/a8f4bb7cd9f331d3808dcd73683f54f7f21b2b,1106,9d0b4100dee7eca364f3910710261a3250f39af62c66d4930cb03f1225999736,Discarded repository metadata,—,Embedded Git object/hook/log metadata is not canonical content.
Threshold Python/tinysig-main/tinysig-main/.git/ORIG_HEAD,41,0d81ff2de7ca5e09719a064b8f2a466ba630d2c51ce47a125e1d21e2255eb99a,Discarded repository metadata,—,Embedded Git object/hook/log metadata is not canonical content.
Threshold Python/tinysig-main/tinysig-main/.git/packed-refs,46,6110899c7adc374885f9552bddfb76fa28a7f7ca3c05fb8b74471a457e1e57c8,Discarded repository metadata,—,Embedded Git object/hook/log metadata is not canonical content.
Threshold Python/tinysig-main/tinysig-main/.git/refs/heads/main,41,7f9cc5e23c156f55a797136a7b6c43b3c1f25df3a993de1f330283153b40d5ca,Discarded repository metadata,—,Embedded Git object/hook/log metadata is not canonical content.
Threshold Python/tinysig-main/tinysig-main/.git/refs/remotes/origin/main,41,7f9cc5e23c156f55a797136a7b6c43b3c1f25df3a993de1f330283153b40d5ca,Discarded repository metadata,—,Embedded Git object/hook/log metadata is not canonical content.
Threshold Python/tinysig-main/tinysig-main/configs/node.ini,76,fae3e2375f249e1d0682f2c4bd224d18ef9fc3239a2e8b173cd6ecbda5bbc306,Integrated / reworked,src/content/blog/tinysig-threshold-ecdsa-deep-dive.md,Fork/network layer was analyzed as a separate orchestration experiment and used in the forensic debugging section; unfinished code is not canonicalized as an implementation.
Threshold Python/tinysig-main/tinysig-main/configs/server.ini,19,17b49b981cfa868ac255d8f47e8e61de95b06b0c0ac169c79bb0ae02bebe78ae,Integrated / reworked,src/content/blog/tinysig-threshold-ecdsa-deep-dive.md,Fork/network layer was analyzed as a separate orchestration experiment and used in the forensic debugging section; unfinished code is not canonicalized as an implementation.
Threshold Python/tinysig-main/tinysig-main/design/architecture.dio,50528,e5e96b2f3670d9d0e58c0ff49c4bd3d874614f78d801e18bc07f7e706075620e,Reference-only,site-planning/threshold-python-cleanup.md,Editable diagram source informed the architecture analysis; the canonical site keeps only the rendered image.
Threshold Python/tinysig-main/tinysig-main/design/architecture.png,209341,a19ffcfa7f5f71ac140ab49882ee8a9990ef1f7c06bd8da5c47b0699c72af9c9,Integrated / reworked,public/images/blog/tinysig-fork-architecture.png,Recovered fork architecture retained with an explicit caption distinguishing it from the official in-memory TinySig prototype.
Threshold Python/tinysig-main/tinysig-main/index.html,695,3ac51a2cba37168fc2a49b0e738ea4b1565145675b40c562cb4072cfe1c557ce,Integrated / reworked,src/content/blog/tinysig-threshold-ecdsa-deep-dive.md,Fork/network layer was analyzed as a separate orchestration experiment and used in the forensic debugging section; unfinished code is not canonicalized as an implementation.
Threshold Python/tinysig-main/tinysig-main/Makefile,391,36e5dc8e318b6e6fdd4624ebadf65f684038da916f97dd6ba3430e1921df3980,Integrated / reworked,src/content/blog/tinysig-threshold-ecdsa-deep-dive.md,Fork/network layer was analyzed as a separate orchestration experiment and used in the forensic debugging section; unfinished code is not canonicalized as an implementation.
Threshold Python/tinysig-main/tinysig-main/README.md,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,Integrated / reworked,src/content/blog/tinysig-threshold-ecdsa-deep-dive.md,Fork/network layer was analyzed as a separate orchestration experiment and used in the forensic debugging section; unfinished code is not canonicalized as an implementation.
Threshold Python/tinysig-main/tinysig-main/requirements.txt,93,516550cacc24bc9d4453dc01c4a1299f852c092930b1f2ad169c0db731efac15,Integrated / reworked,src/content/blog/tinysig-threshold-ecdsa-deep-dive.md,Fork/network layer was analyzed as a separate orchestration experiment and used in the forensic debugging section; unfinished code is not canonicalized as an implementation.
Threshold Python/tinysig-main/tinysig-main/resources/old/main2.py,2471,fc15e7809ac7040c7ca65d5033ce38e34ec72391a72476775c762e4f54781773,Integrated / reworked,src/content/blog/tinysig-threshold-ecdsa-deep-dive.md,Legacy TinySig/source-refactor material was mined for the code walkthrough and protocol-state analysis; it is not vendored.
Threshold Python/tinysig-main/tinysig-main/resources/old/network.py,6248,0778733a022372b39de4ce2f3e9daa55ecf87762272b1e2c0cf47c2f7367f8fe,Integrated / reworked,src/content/blog/tinysig-threshold-ecdsa-deep-dive.md,Legacy TinySig/source-refactor material was mined for the code walkthrough and protocol-state analysis; it is not vendored.
Threshold Python/tinysig-main/tinysig-main/resources/old/network2.py,1188,b093a15acfa23686f90944aecd848357f613d4b23afb81996d33f933f64a43fa,Integrated / reworked,src/content/blog/tinysig-threshold-ecdsa-deep-dive.md,Legacy TinySig/source-refactor material was mined for the code walkthrough and protocol-state analysis; it is not vendored.
Threshold Python/tinysig-main/tinysig-main/resources/old/setup.py,3579,4ff5c5327b0e069300f643a2b5a2abe96726be941ba6ba453b0abfee04469125,Integrated / reworked,src/content/blog/tinysig-threshold-ecdsa-deep-dive.md,Legacy TinySig/source-refactor material was mined for the code walkthrough and protocol-state analysis; it is not vendored.
Threshold Python/tinysig-main/tinysig-main/resources/old/setup2.py,2919,a049349b71b29ad18a2449e0b8c180d68028a2da6c8c033b9ba0758580646cff,Integrated / reworked,src/content/blog/tinysig-threshold-ecdsa-deep-dive.md,Legacy TinySig/source-refactor material was mined for the code walkthrough and protocol-state analysis; it is not vendored.
Threshold Python/tinysig-main/tinysig-main/resources/old/tecdsa.py,33471,e055477a9980949804f34cc462e5e47bc3d574dd55032ff357a8392152b70124,Integrated / reworked,src/content/blog/tinysig-threshold-ecdsa-deep-dive.md,Legacy TinySig/source-refactor material was mined for the code walkthrough and protocol-state analysis; it is not vendored.
Threshold Python/tinysig-main/tinysig-main/resources/old/tecdsa2.py,8008,ade9e6b23475686a2d0d4c9f34d6e562a8c48ab99e94f6d97e426fcf343d4180,Integrated / reworked,src/content/blog/tinysig-threshold-ecdsa-deep-dive.md,Legacy TinySig/source-refactor material was mined for the code walkthrough and protocol-state analysis; it is not vendored.
Threshold Python/tinysig-main/tinysig-main/resources/old/test.py,13046,32135b6f25312e10a3862bdb885364a5b80b1fb383cac86eb295b8abde5c8146,Integrated / reworked,src/content/blog/tinysig-threshold-ecdsa-deep-dive.md,Legacy TinySig/source-refactor material was mined for the code walkthrough and protocol-state analysis; it is not vendored.
Threshold Python/tinysig-main/tinysig-main/resources/old/test2.py,1226,6c655b844f1a38721716fcd85c15515607f4f5c0fd7ddfe165aa1a49e7b04e36,Integrated / reworked,src/content/blog/tinysig-threshold-ecdsa-deep-dive.md,Legacy TinySig/source-refactor material was mined for the code walkthrough and protocol-state analysis; it is not vendored.
Threshold Python/tinysig-main/tinysig-main/resources/old/tinysigRemade/crypto_operations.py,2113,5149562eb2ce0150b7b6b6a278704ff51f2c97725a6c27871df6336857d9a426,Integrated / reworked,src/content/blog/tinysig-threshold-ecdsa-deep-dive.md,Legacy TinySig/source-refactor material was mined for the code walkthrough and protocol-state analysis; it is not vendored.
Threshold Python/tinysig-main/tinysig-main/resources/old/tinysigRemade/dkg.py,3429,3658a9da18e99d2747291bf49f7143725151366235d52d01c108862f6e9521eb,Integrated / reworked,src/content/blog/tinysig-threshold-ecdsa-deep-dive.md,Legacy TinySig/source-refactor material was mined for the code walkthrough and protocol-state analysis; it is not vendored.
Threshold Python/tinysig-main/tinysig-main/resources/old/tinysigRemade/getlamba.py,517,e22352afea9fbd617df94c6a546800e3d115231232020a1f12a21fa9e59dfdaa,Integrated / reworked,src/content/blog/tinysig-threshold-ecdsa-deep-dive.md,Legacy TinySig/source-refactor material was mined for the code walkthrough and protocol-state analysis; it is not vendored.
Threshold Python/tinysig-main/tinysig-main/resources/old/tinysigRemade/keyagreement.py,3351,f554da363c99e6f2b5033147b2c1e922f95783976712fc602d6ebec5194823fa,Integrated / reworked,src/content/blog/tinysig-threshold-ecdsa-deep-dive.md,Legacy TinySig/source-refactor material was mined for the code walkthrough and protocol-state analysis; it is not vendored.
Threshold Python/tinysig-main/tinysig-main/resources/old/tinysigRemade/key_generation.py,7482,9f6946dd8a906ef80d428a539873c75151aabbdde2e96c71c675e33a176f409a,Integrated / reworked,src/content/blog/tinysig-threshold-ecdsa-deep-dive.md,Legacy TinySig/source-refactor material was mined for the code walkthrough and protocol-state analysis; it is not vendored.
Threshold Python/tinysig-main/tinysig-main/resources/old/tinysigRemade/main.py,4318,317503d249f69f1558006bd940adfdb32657ffeaf79987e701964e89886acf08,Integrated / reworked,src/content/blog/tinysig-threshold-ecdsa-deep-dive.md,Legacy TinySig/source-refactor material was mined for the code walkthrough and protocol-state analysis; it is not vendored.
Threshold Python/tinysig-main/tinysig-main/resources/old/tinysigRemade/powshareprotocol.py,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,Integrated / reworked,src/content/blog/tinysig-threshold-ecdsa-deep-dive.md,Legacy TinySig/source-refactor material was mined for the code walkthrough and protocol-state analysis; it is not vendored.
Threshold Python/tinysig-main/tinysig-main/resources/old/tinysigRemade/prep.py,4039,e3bcaa6442b8822e7189ef07f23b088d3855b4160e965fd278accc35bcce658b,Integrated / reworked,src/content/blog/tinysig-threshold-ecdsa-deep-dive.md,Legacy TinySig/source-refactor material was mined for the code walkthrough and protocol-state analysis; it is not vendored.
Threshold Python/tinysig-main/tinysig-main/resources/old/tinysigRemade/rss.py,2498,832ef0a8bc65f2c73f5f84654f1c0849beb564f1a8edf864deb63d74ccbdbe35,Integrated / reworked,src/content/blog/tinysig-threshold-ecdsa-deep-dive.md,Legacy TinySig/source-refactor material was mined for the code walkthrough and protocol-state analysis; it is not vendored.
Threshold Python/tinysig-main/tinysig-main/resources/old/tinysigRemade/sendpk.py,1040,cdec31056fe0266160fca35aef95dbb97e3569206029c942db351a949ca62e7c,Integrated / reworked,src/content/blog/tinysig-threshold-ecdsa-deep-dive.md,Legacy TinySig/source-refactor material was mined for the code walkthrough and protocol-state analysis; it is not vendored.
Threshold Python/tinysig-main/tinysig-main/resources/old/tinysigRemade/signature_operations.py,3109,c4adbc7a9d5b1243a35b59c1a9cde4ea39e9bfcdb43ea86b1712a63aa81ee23d,Integrated / reworked,src/content/blog/tinysig-threshold-ecdsa-deep-dive.md,Legacy TinySig/source-refactor material was mined for the code walkthrough and protocol-state analysis; it is not vendored.
Threshold Python/tinysig-main/tinysig-main/resources/old/tinysigRemade/test2.py,5185,a53350d269560a76ed5c354dd39e72059d61f7777b7caf89275f5f8faf392618,Integrated / reworked,src/content/blog/tinysig-threshold-ecdsa-deep-dive.md,Legacy TinySig/source-refactor material was mined for the code walkthrough and protocol-state analysis; it is not vendored.
Threshold Python/tinysig-main/tinysig-main/resources/old/tinysigRemade/verification.py,3479,3acaca82791cb9b268a7eccfb86405070a795ef1c2d8ab0371c38d39d975c1fe,Integrated / reworked,src/content/blog/tinysig-threshold-ecdsa-deep-dive.md,Legacy TinySig/source-refactor material was mined for the code walkthrough and protocol-state analysis; it is not vendored.
Threshold Python/tinysig-main/tinysig-main/resources/old/utils.py,6629,1fb6ec9ce8a206643001a8339b71c973d5a0dd19748b5b03b18ce51959cf0a22,Integrated / reworked,src/content/blog/tinysig-threshold-ecdsa-deep-dive.md,Legacy TinySig/source-refactor material was mined for the code walkthrough and protocol-state analysis; it is not vendored.
