source_path,size_bytes,sha256,extension,disposition,canonical_target,archive_status,notes
Part1/Aristomenis Labs/Labs/XMAS CTF 2024/xmas-ctf-2024/challenge-4/encrypt.py,632,a9989b5bee0a43eb5e8e2ec48412449e988c33c5cb614b2da04a1202903065e6,.py,archived_teaching_artifact,.local-reference-library/source-batches/Part1.zip,retained inside .local-reference-library/source-batches/Part1.zip (FULL master only),CTF exercise retained only as source/provenance; not mixed into the scientific article library.
Part1/Aristomenis Labs/Labs/XMAS CTF 2024/xmas-ctf-2024/challenge-4/output.txt,620,02fe5515619ab22dbc0cab0994d361c0ab54c463ca046b98f3628e18d380abb0,.txt,archived_teaching_artifact,.local-reference-library/source-batches/Part1.zip,retained inside .local-reference-library/source-batches/Part1.zip (FULL master only),CTF exercise retained only as source/provenance; not mixed into the scientific article library.
Part1/Aristomenis Labs/Labs/XMAS CTF 2024/xmas-ctf-2024/challenge-4/private.txt,1678,7e9b2215fc16739118f650bec66d19e643309916587b36f3000cc9fb4bee748a,.txt,archived_teaching_artifact,.local-reference-library/source-batches/Part1.zip,retained inside .local-reference-library/source-batches/Part1.zip (FULL master only),CTF exercise retained only as source/provenance; not mixed into the scientific article library.
Part1/Aristomenis Labs/Labs/XMAS CTF 2024/xmas-ctf-2024/challenge-5/output.txt,662,20b6921c9b4d25682517d66574dfdb966713080acf2a62f5fafafcb6e5e94bb4,.txt,archived_teaching_artifact,.local-reference-library/source-batches/Part1.zip,retained inside .local-reference-library/source-batches/Part1.zip (FULL master only),CTF exercise retained only as source/provenance; not mixed into the scientific article library.
Part1/Aristomenis Labs/Labs/XMAS CTF 2024/xmas-ctf-2024/challenge-5/source.py,2233,eb7d7a37f8dfcd01bbde206d26444bad8bc79987b3a1de53ed0c4200371e2ac5,.py,archived_teaching_artifact,.local-reference-library/source-batches/Part1.zip,retained inside .local-reference-library/source-batches/Part1.zip (FULL master only),CTF exercise retained only as source/provenance; not mixed into the scientific article library.
Part1/Aristomenis Labs/Labs/XMAS CTF 2024/xmas-ctf-2024/challenge-6/output.txt,632,f951be0b233290e9b0ace0fabae7ebc2c676e987aec43b4fa6d6c3b368b8096f,.txt,archived_teaching_artifact,.local-reference-library/source-batches/Part1.zip,retained inside .local-reference-library/source-batches/Part1.zip (FULL master only),CTF exercise retained only as source/provenance; not mixed into the scientific article library.
Part1/Aristomenis Labs/Labs/XMAS CTF 2024/xmas-ctf-2024/challenge-6/source.py,427,10d62c850aa950ae14fade4681e4b3eff4ac4a14f9d5f6295a699d3458f7d49a,.py,archived_teaching_artifact,.local-reference-library/source-batches/Part1.zip,retained inside .local-reference-library/source-batches/Part1.zip (FULL master only),CTF exercise retained only as source/provenance; not mixed into the scientific article library.
Part1/Asymmetric/Digital Signatures/1. Digital Signatures.pdf,121567,63815711adf1c2b643cd45a2894986dfe991da25297674c6e4c10e5a80ae247b,.pdf,integrated_rewritten,src/content/blog/digital-signatures-foundations.md,retained inside .local-reference-library/source-batches/Part1.zip (FULL master only),"Useful signature material was consolidated, corrected, and reorganized into the seven-part Digital Signatures series; original file remains only in the local source bundle."
Part1/Asymmetric/Digital Signatures/2. Hash-Based Signatures.pdf,84320,084ec232ccc5a2238ef095e3e26012039283027a79a6c7cb1b44f5e4e7dd648b,.pdf,integrated_rewritten,src/content/blog/digital-signatures-foundations.md,retained inside .local-reference-library/source-batches/Part1.zip (FULL master only),"Useful signature material was consolidated, corrected, and reorganized into the seven-part Digital Signatures series; original file remains only in the local source bundle."
Part1/Asymmetric/Digital Signatures/cr.yp.to_ 2014.03.23_ How to design an elliptic-curve signature system.pdf,365388,78faf0b00f4fe4ac840eae75d471ace64fca5764874a8212a2e6d9e649f7f36c,.pdf,integrated_rewritten,src/content/blog/digital-signatures-foundations.md,retained inside .local-reference-library/source-batches/Part1.zip (FULL master only),"Useful signature material was consolidated, corrected, and reorganized into the seven-part Digital Signatures series; original file remains only in the local source bundle."
Part1/Asymmetric/Digital Signatures/DigitalSignatures.md,20206,6400816e8f2f471026f1e04705efeb6817194f77e81fbf1893acb9af68256b24,.md,integrated_rewritten,src/content/blog/digital-signatures-foundations.md,retained inside .local-reference-library/source-batches/Part1.zip (FULL master only),"Useful signature material was consolidated, corrected, and reorganized into the seven-part Digital Signatures series; original file remains only in the local source bundle."
Part1/Asymmetric/Digital Signatures/DSA/DSA-ECDSA-EdDSA.md,11533,2eaa2d6c15aee2a7fd3a933fb012e11b4252211b1131243e3849ad0602142447,.md,integrated_rewritten,src/content/blog/elgamal-dsa-signatures.md; src/content/blog/ecdsa-from-equations-to-secp256k1.md; src/content/blog/ecdsa-nonce-failures.md; src/content/blog/eddsa-ed25519-ed448.md,retained inside .local-reference-library/source-batches/Part1.zip (FULL master only),"Useful signature material was consolidated, corrected, and reorganized into the seven-part Digital Signatures series; original file remains only in the local source bundle."
Part1/Asymmetric/Digital Signatures/DSA/DSA.py,2518,e55d4b00505fec219919e48bebfd74ef5987606f766295ee793dfa58d0078684,.py,integrated_rewritten,src/content/blog/elgamal-dsa-signatures.md; src/content/blog/ecdsa-from-equations-to-secp256k1.md; src/content/blog/ecdsa-nonce-failures.md; src/content/blog/eddsa-ed25519-ed448.md,retained inside .local-reference-library/source-batches/Part1.zip (FULL master only),"Useful signature material was consolidated, corrected, and reorganized into the seven-part Digital Signatures series; original file remains only in the local source bundle."
Part1/Asymmetric/Digital Signatures/DSA/ECDSA.py,3702,ee26eadcab47697af8d4a04615b66c43fecfc77b8a8b6a47887952011412fae8,.py,integrated_rewritten,src/content/blog/elgamal-dsa-signatures.md; src/content/blog/ecdsa-from-equations-to-secp256k1.md; src/content/blog/ecdsa-nonce-failures.md; src/content/blog/eddsa-ed25519-ed448.md,retained inside .local-reference-library/source-batches/Part1.zip (FULL master only),"Useful signature material was consolidated, corrected, and reorganized into the seven-part Digital Signatures series; original file remains only in the local source bundle."
Part1/Asymmetric/Digital Signatures/DSA/EdDSA.py,2218,80af1c520d614cb27e728d4be2b55e1e9e1b76d4ff6034a6be22f6b2f6a2a4c5,.py,integrated_rewritten,src/content/blog/elgamal-dsa-signatures.md; src/content/blog/ecdsa-from-equations-to-secp256k1.md; src/content/blog/ecdsa-nonce-failures.md; src/content/blog/eddsa-ed25519-ed448.md,retained inside .local-reference-library/source-batches/Part1.zip (FULL master only),"Useful signature material was consolidated, corrected, and reorganized into the seven-part Digital Signatures series; original file remains only in the local source bundle."
Part1/Asymmetric/Digital Signatures/ECDSA/ECDSA.ipynb,241423,7938670ff98b4ab0197cb17c226f2dc61d3ae4a2aa5fd103b88f3a5e3ce13d4c,.ipynb,integrated_rewritten,src/content/blog/ecdsa-from-equations-to-secp256k1.md; src/content/blog/ecdsa-nonce-failures.md; experiments/digital-signatures,retained inside .local-reference-library/source-batches/Part1.zip (FULL master only),"Useful signature material was consolidated, corrected, and reorganized into the seven-part Digital Signatures series; original file remains only in the local source bundle."
Part1/Asymmetric/Digital Signatures/ECDSA/Vulnerabilities/Biased_k.ipynb,12296,a14cb56a9fea278c8eae1f5784b907fc21389a4b7ee9ad0c11f0dbcd9dc17c9f,.ipynb,integrated_rewritten,src/content/blog/ecdsa-from-equations-to-secp256k1.md; src/content/blog/ecdsa-nonce-failures.md; experiments/digital-signatures,retained inside .local-reference-library/source-batches/Part1.zip (FULL master only),"Useful signature material was consolidated, corrected, and reorganized into the seven-part Digital Signatures series; original file remains only in the local source bundle."
Part1/Asymmetric/Digital Signatures/ECDSA/Vulnerabilities/Curveball.ipynb,395420,3889455cc7563a4731e53791349c1767d8e2d23f7c1f6b35af50485b04e46383,.ipynb,integrated_rewritten,src/content/blog/ecdsa-from-equations-to-secp256k1.md; src/content/blog/ecdsa-nonce-failures.md; experiments/digital-signatures,retained inside .local-reference-library/source-batches/Part1.zip (FULL master only),"Useful signature material was consolidated, corrected, and reorganized into the seven-part Digital Signatures series; original file remains only in the local source bundle."
Part1/Asymmetric/Digital Signatures/ECDSA/Vulnerabilities/README.md,751,35c28d9ef4e5374c0ef6e1e2feafbd17d58b185acd299e9dbeb226f12a5c764b,.md,integrated_rewritten,src/content/blog/ecdsa-from-equations-to-secp256k1.md; src/content/blog/ecdsa-nonce-failures.md; experiments/digital-signatures,retained inside .local-reference-library/source-batches/Part1.zip (FULL master only),"Useful signature material was consolidated, corrected, and reorganized into the seven-part Digital Signatures series; original file remains only in the local source bundle."
Part1/Asymmetric/Digital Signatures/ECDSA/Vulnerabilities/Reset_attack_nonce_reused.ipynb,5022,93e49ca0217d4235d3a1e7f602c77d9d0572a1c886af78f027c8208af8ecf789,.ipynb,integrated_rewritten,src/content/blog/ecdsa-from-equations-to-secp256k1.md; src/content/blog/ecdsa-nonce-failures.md; experiments/digital-signatures,retained inside .local-reference-library/source-batches/Part1.zip (FULL master only),"Useful signature material was consolidated, corrected, and reorganized into the seven-part Digital Signatures series; original file remains only in the local source bundle."
Part1/Asymmetric/Digital Signatures/ECDSA example with secp256k1/ECDSA example with secp256k1.md,5691,d11eb3eca6c122779d54be32a445c12bc70e97225886856257dba2bc79b9ca4c,.md,integrated_rewritten,src/content/blog/ecdsa-from-equations-to-secp256k1.md; src/content/blog/ecdsa-nonce-failures.md; experiments/digital-signatures,retained inside .local-reference-library/source-batches/Part1.zip (FULL master only),"Useful signature material was consolidated, corrected, and reorganized into the seven-part Digital Signatures series; original file remains only in the local source bundle."
Part1/Asymmetric/Digital Signatures/ECDSA example with secp256k1/ecdsa.py,5815,e4705075df073d4f63f97f7ab22625d10a5a44d09c7c5ea14b1c074feb3651be,.py,integrated_rewritten,src/content/blog/ecdsa-from-equations-to-secp256k1.md; src/content/blog/ecdsa-nonce-failures.md; experiments/digital-signatures,retained inside .local-reference-library/source-batches/Part1.zip (FULL master only),"Useful signature material was consolidated, corrected, and reorganized into the seven-part Digital Signatures series; original file remains only in the local source bundle."
Part1/Asymmetric/Digital Signatures/image.png,11201,46d136c5d46e379affe1603fbac2868cec9184c8e2f86a654962a72cc4f45348,.png,integrated_rewritten,src/content/blog/digital-signatures-foundations.md,retained inside .local-reference-library/source-batches/Part1.zip (FULL master only),"Useful signature material was consolidated, corrected, and reorganized into the seven-part Digital Signatures series; original file remains only in the local source bundle."
Part1/Asymmetric/Digital Signatures/README.md,1051,6426530a3aa5096d0b1ffb3b06abdbedba70346de834cd4afd12a0e97ac2cfc7,.md,integrated_rewritten,src/content/blog/digital-signatures-foundations.md,retained inside .local-reference-library/source-batches/Part1.zip (FULL master only),"Useful signature material was consolidated, corrected, and reorganized into the seven-part Digital Signatures series; original file remains only in the local source bundle."
Part1/Asymmetric/Digital Signatures/RSA/Signatures and RSA.md,4322,c6babfae7d8aff11ea5780c2f256bb3f6693b4a5683177829e82ef15fc0f77e5,.md,integrated_rewritten,src/content/blog/rsa-signatures-pss.md,retained inside .local-reference-library/source-batches/Part1.zip (FULL master only),"Useful signature material was consolidated, corrected, and reorganized into the seven-part Digital Signatures series; original file remains only in the local source bundle."
Part1/Asymmetric/Digital Signatures/RSA-sign/RSA_signatures.ipynb,282389,5da591d9070acdb3c357d92781ef29dc0a6aeb6f9ec5258396f8606908a08515,.ipynb,integrated_rewritten,src/content/blog/rsa-signatures-pss.md,retained inside .local-reference-library/source-batches/Part1.zip (FULL master only),"Useful signature material was consolidated, corrected, and reorganized into the seven-part Digital Signatures series; original file remains only in the local source bundle."
Part1/Asymmetric/Digital Signatures/RSA-sign/Vulnerabilities/Blinding_attack.ipynb,211077,ef4f20169bfd0354b0765eb9e64370d8cd8a1f8ce58480b76ed71af1e0b18329,.ipynb,integrated_rewritten,src/content/blog/rsa-signatures-pss.md,retained inside .local-reference-library/source-batches/Part1.zip (FULL master only),"Useful signature material was consolidated, corrected, and reorganized into the seven-part Digital Signatures series; original file remains only in the local source bundle."
Part1/Asymmetric/Digital Signatures/RSA-sign/Vulnerabilities/Duplicate signature key selection.ipynb,4272,0bbdbd3aae9aad1630f71387fdd73339a524e41fa889e61031b80d86db283a1d,.ipynb,integrated_rewritten,src/content/blog/rsa-signatures-pss.md,retained inside .local-reference-library/source-batches/Part1.zip (FULL master only),"Useful signature material was consolidated, corrected, and reorganized into the seven-part Digital Signatures series; original file remains only in the local source bundle."
Part1/Asymmetric/Digital Signatures/RSA-sign/Vulnerabilities/No_hashing.ipynb,3710,06421013473be5f010149d6a64cc21d30116252390a65b8d03f497d94186f961,.ipynb,integrated_rewritten,src/content/blog/rsa-signatures-pss.md,retained inside .local-reference-library/source-batches/Part1.zip (FULL master only),"Useful signature material was consolidated, corrected, and reorganized into the seven-part Digital Signatures series; original file remains only in the local source bundle."
Part1/Asymmetric/Digital Signatures/Schnorr/gen_test_vectors.py,19711,bc1a4d9e6701f1644293fdf06d063ffe0f4c6c63d8df5ef068da9c7329c333ec,.py,integrated_rewritten,src/content/blog/schnorr-signatures.md; experiments/digital-signatures,retained inside .local-reference-library/source-batches/Part1.zip (FULL master only),"Useful signature material was consolidated, corrected, and reorganized into the seven-part Digital Signatures series; original file remains only in the local source bundle."
Part1/Asymmetric/Digital Signatures/Schnorr/reference.py,17632,6e3408a5506feb84fa21ce9fd5ccd3bf382e847dde152688069bf2c76373e608,.py,integrated_rewritten,src/content/blog/schnorr-signatures.md; experiments/digital-signatures,retained inside .local-reference-library/source-batches/Part1.zip (FULL master only),"Useful signature material was consolidated, corrected, and reorganized into the seven-part Digital Signatures series; original file remains only in the local source bundle."
Part1/Asymmetric/Digital Signatures/Schnorr/schnorr.md,4096,720ba4864b73fbda429cbf5a81c118e24342b9d9966244050add3b87ba91423b,.md,integrated_rewritten,src/content/blog/schnorr-signatures.md; experiments/digital-signatures,retained inside .local-reference-library/source-batches/Part1.zip (FULL master only),"Useful signature material was consolidated, corrected, and reorganized into the seven-part Digital Signatures series; original file remains only in the local source bundle."
Part1/Asymmetric/Digital Signatures/Schnorr/schnorr.py,5043,9fb244a522bb35b0057421d8e2bc400b2260e77dfabede13970f1406fc3d1b9e,.py,integrated_rewritten,src/content/blog/schnorr-signatures.md; experiments/digital-signatures,retained inside .local-reference-library/source-batches/Part1.zip (FULL master only),"Useful signature material was consolidated, corrected, and reorganized into the seven-part Digital Signatures series; original file remains only in the local source bundle."
Part1/Asymmetric/Digital Signatures/Schnorr/test-vector.py,8872,04895b9d03afad1275ff3d9a0ffea7761fa852d358140e5d2e6bdcfa33b55d8b,.py,integrated_rewritten,src/content/blog/schnorr-signatures.md; experiments/digital-signatures,retained inside .local-reference-library/source-batches/Part1.zip (FULL master only),"Useful signature material was consolidated, corrected, and reorganized into the seven-part Digital Signatures series; original file remains only in the local source bundle."
Part1/Asymmetric/Digital Signatures/Schnorr/test_vectors.csv,3996,60b05c8e1d1c3862fd7079ab28709662ae10dbafec2d287646530e1dfda2fbb8,.csv,integrated_rewritten,src/content/blog/schnorr-signatures.md; experiments/digital-signatures,retained inside .local-reference-library/source-batches/Part1.zip (FULL master only),"Useful signature material was consolidated, corrected, and reorganized into the seven-part Digital Signatures series; original file remains only in the local source bundle."
Part1/Asymmetric/Digital Signatures/Schnorr/vectors/adapt_vectors.csv,2734,78c7a849a884739f1a67c9365a1799142eb83c7af258dc98e3d41bd8035648a9,.csv,integrated_rewritten,src/content/blog/schnorr-signatures.md; experiments/digital-signatures,retained inside .local-reference-library/source-batches/Part1.zip (FULL master only),"Useful signature material was consolidated, corrected, and reorganized into the seven-part Digital Signatures series; original file remains only in the local source bundle."
Part1/Asymmetric/Digital Signatures/Schnorr/vectors/presig_vectors.csv,6021,5aeb79ba45b38e9287b84ec575636aeb5ee2c2077adc9125900ad2a145fd34d0,.csv,integrated_rewritten,src/content/blog/schnorr-signatures.md; experiments/digital-signatures,retained inside .local-reference-library/source-batches/Part1.zip (FULL master only),"Useful signature material was consolidated, corrected, and reorganized into the seven-part Digital Signatures series; original file remains only in the local source bundle."
Part1/Asymmetric/Digital Signatures/Schnorr/vectors/secadaptor_vectors.csv,1824,86c9b843eaea7d91a2133d6e8e3e6e097e444a89155460a45a5231a914c53f27,.csv,integrated_rewritten,src/content/blog/schnorr-signatures.md; experiments/digital-signatures,retained inside .local-reference-library/source-batches/Part1.zip (FULL master only),"Useful signature material was consolidated, corrected, and reorganized into the seven-part Digital Signatures series; original file remains only in the local source bundle."
Part1/Asymmetric/Digital Signatures/Schnorr/__pycache__/reference.cpython-39.pyc,13131,40282f05c5fd1ec57570b4f2df0d262630674fe546a79c42f3d3acb2680e9c42,.pyc,discarded_generated_artifact,,retained inside .local-reference-library/source-batches/Part1.zip (FULL master only),Generated Python cache; not canonical source.
Part1/Asymmetric/El-Gamal/EGsignature.sage,1338,cb36491c7f839e87ee4b3e8b3bfcb88e13d841ff032d48e6e70ccd6521f70b45,.sage,integrated_rewritten,src/content/blog/elgamal-dsa-signatures.md,retained inside .local-reference-library/source-batches/Part1.zip (FULL master only),ElGamal-signature material merged into the DSA lineage/signature article.
Part1/Asymmetric/El-Gamal/ElGamal.ipynb,6720,18e13226da656e396f9c2d4ce35bd0c3bfcadb9ceccabeeec768be52d3fc9642,.ipynb,superseded_by_canonical,src/content/blog/elgamal-cryptosystem.md,retained inside .local-reference-library/source-batches/Part1.zip (FULL master only),General ElGamal material already covered by the canonical ElGamal article.
Part1/Asymmetric/El-Gamal/ElGamal2.py,1988,a8d023aa936406b8647d3392784f90fa565415d3cb156f810058430ced6870de,.py,superseded_by_canonical,src/content/blog/elgamal-cryptosystem.md,retained inside .local-reference-library/source-batches/Part1.zip (FULL master only),General ElGamal material already covered by the canonical ElGamal article.
Part1/Asymmetric/El-Gamal/ElGamalSignature.md,3037,45254e41246a0c93f9d18583f4cb26867789450277acdf5467e146eb204af135,.md,integrated_rewritten,src/content/blog/elgamal-dsa-signatures.md,retained inside .local-reference-library/source-batches/Part1.zip (FULL master only),ElGamal-signature material merged into the DSA lineage/signature article.
Part1/Asymmetric/El-Gamal/elgamalvote.py,15132,8a841c1badc8f9a959582047e26b881d9537c7a2f0fb5e87aaf425ddd46a0d7c,.py,integrated_rewritten,src/content/blog/elgamal-homomorphic-voting-research-note.md; experiments/elgamal-voting,retained inside .local-reference-library/source-batches/Part1.zip (FULL master only),Voting prototype reframed as a research note and safe toy tally; original security claims were not retained.
Part1/Asymmetric/El-Gamal/ElGamalvoting.md,5159,5c1843957ae394590cd6ef23589d95fde6164eb6f3f5ebf67035838adf94dd7a,.md,integrated_rewritten,src/content/blog/elgamal-homomorphic-voting-research-note.md; experiments/elgamal-voting,retained inside .local-reference-library/source-batches/Part1.zip (FULL master only),Voting prototype reframed as a research note and safe toy tally; original security claims were not retained.
Part1/Asymmetric/RSA/Commonmodulus.md,2360,c3709a69794deb0a57b33a8dff7a73994b072ad86b85957d47eb94b733f228e7,.md,superseded_by_canonical,src/content/blog/14-rsa-common-modulus-attack.md,retained inside .local-reference-library/source-batches/Part1.zip (FULL master only),A stronger canonical RSA deep-dive/reference already covers this material.
Part1/Asymmetric/RSA/CoppersmithStereotyped.md,3640,70c1b23061577bd1954002a974e2785a991d2fecd36eea85c61f33d22f73873f,.md,superseded_by_canonical,src/content/blog/17-rsa-coppersmith-from-zero.md,retained inside .local-reference-library/source-batches/Part1.zip (FULL master only),A stronger canonical RSA deep-dive/reference already covers this material.
Part1/Asymmetric/RSA/CubeRootAttack.md,2839,4c34b1aff59341e5f25b71e2d48b60d57cf7e15e3cb17689f6cd9954e2cfdd63,.md,superseded_by_canonical,src/content/blog/15-rsa-hastad-broadcast-attack.md,retained inside .local-reference-library/source-batches/Part1.zip (FULL master only),A stronger canonical RSA deep-dive/reference already covers this material.
Part1/Asymmetric/RSA/EulersTheorem.md,8205,b3860b4b15b809c94d9bf5cb847a5488429b998aebe9d3c2ab98b57953ed23c5,.md,integrated_rewritten,src/content/blog/rsa-cryptosystem-extended-reference.md; src/content/blog/euler-totient-reference.md,retained inside .local-reference-library/source-batches/Part1.zip (FULL master only),Relevant unique points were merged/corrected into the mapped canonical article; the scattered source is not kept active.
Part1/Asymmetric/RSA/Hastad.md,2640,22f66108ae22566b4b174571eee3afcb645280859748e0d22c01c7ec57651374,.md,superseded_by_canonical,src/content/blog/15-rsa-hastad-broadcast-attack.md,retained inside .local-reference-library/source-batches/Part1.zip (FULL master only),A stronger canonical RSA deep-dive/reference already covers this material.
Part1/Asymmetric/RSA/index_calculus_attack/attack.py,3327,6cb2a6f5201f05a0d7b34314198b5c300fc5aa9bfd6fbb92e972f3fc293c681b,.py,superseded_by_canonical,src/content/blog/rsa-cryptosystem-extended-reference.md,retained inside .local-reference-library/source-batches/Part1.zip (FULL master only),A stronger canonical RSA deep-dive/reference already covers this material.
Part1/Asymmetric/RSA/index_calculus_attack/attack.sage.py,4840,f94f9beca359b3999534489946c80c602637c0d8c2831710cd5f2e827a9a23ee,.py,superseded_by_canonical,src/content/blog/rsa-cryptosystem-extended-reference.md,retained inside .local-reference-library/source-batches/Part1.zip (FULL master only),A stronger canonical RSA deep-dive/reference already covers this material.
Part1/Asymmetric/RSA/index_calculus_attack/rsa.py,1686,e95655f0d3a4daf19dfa989df5564cd59651c95226e5b0fd103b49c216ef1ea6,.py,superseded_by_canonical,src/content/blog/rsa-cryptosystem-extended-reference.md,retained inside .local-reference-library/source-batches/Part1.zip (FULL master only),A stronger canonical RSA deep-dive/reference already covers this material.
Part1/Asymmetric/RSA/Infineon Numbers/infineon.md,5498,15d7d5554e1d0e7a0fc709efa79a473763a9f51dce8802804d4644e28b89229b,.md,superseded_by_canonical,src/content/blog/24-rsa-roca.md,retained inside .local-reference-library/source-batches/Part1.zip (FULL master only),A stronger canonical RSA deep-dive/reference already covers this material.
Part1/Asymmetric/RSA/Infineon Numbers/infineon.sage,1558,c29e60d25750ae436cef851d75c2711af0709bd9d8eed182d9c47844692974e3,.sage,superseded_by_canonical,src/content/blog/24-rsa-roca.md,retained inside .local-reference-library/source-batches/Part1.zip (FULL master only),A stronger canonical RSA deep-dive/reference already covers this material.
Part1/Asymmetric/RSA/PEMattack.md,3073,c07a21b8c75c052094ad6fe121abc462560d9f8ca21c6b49e0758985b2eccf3b,.md,integrated_rewritten,src/content/blog/rsa-cryptosystem-extended-reference.md,retained inside .local-reference-library/source-batches/Part1.zip (FULL master only),Relevant unique points were merged/corrected into the mapped canonical article; the scattered source is not kept active.
Part1/Asymmetric/RSA/RSA Explained (With Examples) - Kendrick.pdf,388843,eced710656db005b96c454bfb7d192f1972e3adf5dc3db634006a444d88145ae,.pdf,superseded_by_canonical,src/content/blog/rsa-cryptosystem-extended-reference.md,retained inside .local-reference-library/source-batches/Part1.zip (FULL master only),A stronger canonical RSA deep-dive/reference already covers this material.
Part1/Asymmetric/RSA/RSA-Attacks-main/Blind Signature Attack/attack.py,812,720e09a31d8e508ee01df819aed17ae5ace7cd475bf1c83e11cb1f80a765b56f,.py,superseded_by_canonical,src/content/blog/rsa-signatures-pss.md,retained inside .local-reference-library/source-batches/Part1.zip (FULL master only),A stronger canonical RSA deep-dive/reference already covers this material.
Part1/Asymmetric/RSA/RSA-Attacks-main/Blind Signature Attack/server.py,1076,bff991cfffbebfd942357523f5259172f4f77ef21a966a1a7659d570ebcb56e1,.py,superseded_by_canonical,src/content/blog/rsa-signatures-pss.md,retained inside .local-reference-library/source-batches/Part1.zip (FULL master only),A stronger canonical RSA deep-dive/reference already covers this material.
Part1/Asymmetric/RSA/RSA-Attacks-main/Boneh-Duffee Attack/attack.sage,1720,95e6bd81d1770bb1de46036aed2a8b18ede31536a537a7b71401b62c34a27521,.sage,superseded_by_canonical,src/content/blog/18-rsa-boneh-durfee.md,retained inside .local-reference-library/source-batches/Part1.zip (FULL master only),A stronger canonical RSA deep-dive/reference already covers this material.
Part1/Asymmetric/RSA/RSA-Attacks-main/Boneh-Duffee Attack/generate.py,465,7ddb6b874392a22f9933c29f433e35dbfeff70b1d05b2e7932acc7e4744ff4c9,.py,superseded_by_canonical,src/content/blog/18-rsa-boneh-durfee.md,retained inside .local-reference-library/source-batches/Part1.zip (FULL master only),A stronger canonical RSA deep-dive/reference already covers this material.
Part1/Asymmetric/RSA/RSA-Attacks-main/Boneh-Duffee Attack/output.txt,930,e4f586c2388fb153df62418e65b5037419c82932d8f5b11b3c9be263e12d98ab,.txt,superseded_by_canonical,src/content/blog/18-rsa-boneh-durfee.md,retained inside .local-reference-library/source-batches/Part1.zip (FULL master only),A stronger canonical RSA deep-dive/reference already covers this material.
Part1/Asymmetric/RSA/RSA-Attacks-main/Common Modulus Attack/attack.py,444,c4745cc1ca9e563cdfe2bfb2ddf6e0cdbf2470b297da396cb0188aa10df81409,.py,superseded_by_canonical,src/content/blog/14-rsa-common-modulus-attack.md,retained inside .local-reference-library/source-batches/Part1.zip (FULL master only),A stronger canonical RSA deep-dive/reference already covers this material.
Part1/Asymmetric/RSA/RSA-Attacks-main/Coppersmith's Short Pad Attack/attack.sage,1072,38de5741c7f60eecda9ffdec8e40e21c5c029a8f67c2b88cc1b0e3437193896a,.sage,superseded_by_canonical,src/content/blog/17-rsa-coppersmith-from-zero.md,retained inside .local-reference-library/source-batches/Part1.zip (FULL master only),A stronger canonical RSA deep-dive/reference already covers this material.
Part1/Asymmetric/RSA/RSA-Attacks-main/Coppersmith's Short Pad Attack/generate.py,461,2057d8e17577772db2b6f82218280aae4679ef8c795a6e52ffcaba24fd3d746e,.py,superseded_by_canonical,src/content/blog/17-rsa-coppersmith-from-zero.md,retained inside .local-reference-library/source-batches/Part1.zip (FULL master only),A stronger canonical RSA deep-dive/reference already covers this material.
Part1/Asymmetric/RSA/RSA-Attacks-main/Coppersmith's Short Pad Attack/output.txt,1878,8055025bc80f17e2a66c59cff249b289ff22c8616d03bdda40faea7dec19be41,.txt,superseded_by_canonical,src/content/blog/17-rsa-coppersmith-from-zero.md,retained inside .local-reference-library/source-batches/Part1.zip (FULL master only),A stronger canonical RSA deep-dive/reference already covers this material.
Part1/Asymmetric/RSA/RSA-Attacks-main/Elliptic Curve Factorization Method/attack.py,1038,f9498a4dfb90a26c9e66e25798445a80bb0da67b63a6acc309fb728cafc16f63,.py,superseded_by_canonical,src/content/blog/26-rsa-factorization-structured-primes.md; experiments/rsa/factorization-methods,retained inside .local-reference-library/source-batches/Part1.zip (FULL master only),A stronger canonical RSA deep-dive/reference already covers this material.
Part1/Asymmetric/RSA/RSA-Attacks-main/Factoring with Cyclotomic Polynomials/attack.sage,4513,50802c5e810407262384a206b33c5b2d7884638e29d3135dc8e9f6e25d6c5593,.sage,superseded_by_canonical,src/content/blog/26-rsa-factorization-structured-primes.md; experiments/rsa/factorization-methods,retained inside .local-reference-library/source-batches/Part1.zip (FULL master only),A stronger canonical RSA deep-dive/reference already covers this material.
Part1/Asymmetric/RSA/RSA-Attacks-main/Factoring with Cyclotomic Polynomials/generate.py,454,7b8870eba33d26083193106ced9cd93f7c94d12fe9bad6648e372a3ee36530ef,.py,superseded_by_canonical,src/content/blog/26-rsa-factorization-structured-primes.md; experiments/rsa/factorization-methods,retained inside .local-reference-library/source-batches/Part1.zip (FULL master only),A stronger canonical RSA deep-dive/reference already covers this material.
Part1/Asymmetric/RSA/RSA-Attacks-main/Factoring with Cyclotomic Polynomials/output.txt,1870,068094eae6127e6f5ea023e8c8b12ec793fb2056071f65ce903dd0b32a283a6a,.txt,superseded_by_canonical,src/content/blog/26-rsa-factorization-structured-primes.md; experiments/rsa/factorization-methods,retained inside .local-reference-library/source-batches/Part1.zip (FULL master only),A stronger canonical RSA deep-dive/reference already covers this material.
