source_path,size_bytes,sha256,disposition,canonical_destination,notes
Mathematics/EllipticCurvesFixed/Advanced EC/4.RootFinding.md,11994,9f154163e478dee413641317cec60e1fe70bcdea1cdbceeb0d8cc7af6155fa25,integrated/reworked,Elliptic Curve Mathematics / Computational Number Theory / Discrete Logarithm Algorithms,Reviewed advanced EC/number-theory material used to correct or extend canonical articles; selected Sage sources retained as companions.
Mathematics/EllipticCurvesFixed/Advanced EC/5.Divisionpolynomials.md,5025,316255f0dfb49356ccdb0e64a019e2188cb103a75128b58dba0d77da846b91f2,integrated/reworked,Elliptic Curve Mathematics / Computational Number Theory / Discrete Logarithm Algorithms,Reviewed advanced EC/number-theory material used to correct or extend canonical articles; selected Sage sources retained as companions.
Mathematics/EllipticCurvesFixed/Advanced EC/8.Schoof'sAlgorithm.md,5584,0c109770c68d2562ec048f7e32db7774bb2ac21d7347f990f2e9a63eed2d6615,integrated/reworked,Elliptic Curve Mathematics / Computational Number Theory / Discrete Logarithm Algorithms,Reviewed advanced EC/number-theory material used to correct or extend canonical articles; selected Sage sources retained as companions.
Mathematics/EllipticCurvesFixed/Advanced EC/divisionpolynomials.sage,4223,37fefc958d92679c839e0420588dab73d2fa8139a1bd8d391055d04dbae2dc0b,integrated/reworked,Elliptic Curve Mathematics / Computational Number Theory / Discrete Logarithm Algorithms,Reviewed advanced EC/number-theory material used to correct or extend canonical articles; selected Sage sources retained as companions.
Mathematics/EllipticCurvesFixed/Advanced EC/divisionpolynomials.sage.py,7249,1c52f029804f1d7a3a23d2f14c3f7d376287c4e36863f522bdf22ba5a8285a99,discarded generated artifact,,Generated Python translation of Sage source.
Mathematics/EllipticCurvesFixed/Advanced EC/grouplawedward.sage,6157,5c70b8ccfec4dedbadde5ca160d1cd6391964f57396586a9be013d17fe970b67,integrated/reworked,Elliptic Curve Mathematics / Computational Number Theory / Discrete Logarithm Algorithms,Reviewed advanced EC/number-theory material used to correct or extend canonical articles; selected Sage sources retained as companions.
Mathematics/EllipticCurvesFixed/Advanced EC/indexcalculus.sage,2032,3026d9c83b1f3a8a2b928744d5dd08401cdfb833f039a9eb945a6f55fb099d07,integrated/reworked,Elliptic Curve Mathematics / Computational Number Theory / Discrete Logarithm Algorithms,Reviewed advanced EC/number-theory material used to correct or extend canonical articles; selected Sage sources retained as companions.
Mathematics/EllipticCurvesFixed/Advanced EC/indexcalculus.sage.py,2996,c5884b7e7a172ad25c9574e8eef28a2926d75fc537c8c37f028056056438b04e,discarded generated artifact,,Generated Python translation of Sage source.
Mathematics/EllipticCurvesFixed/Advanced EC/isogenyneighbors.sage,7066,561180f21f9bf355a8504a3ebb55762f53ff6440ebde9e4ea5738d896cff4830,integrated/reworked,Elliptic Curve Mathematics / Computational Number Theory / Discrete Logarithm Algorithms,Reviewed advanced EC/number-theory material used to correct or extend canonical articles; selected Sage sources retained as companions.
Mathematics/EllipticCurvesFixed/Advanced EC/montgomery.sage,2590,a19e0a539544ddb54a5f17502a8f3e616d1c739dc6caf97712b6ead6f864fa70,integrated/reworked,Elliptic Curve Mathematics / Computational Number Theory / Discrete Logarithm Algorithms,Reviewed advanced EC/number-theory material used to correct or extend canonical articles; selected Sage sources retained as companions.
Mathematics/EllipticCurvesFixed/Advanced EC/montgomery.sage.py,4572,f7f16e48f6977563262f30252a58109081d949893fb74f40acc8eae6cb812662,discarded generated artifact,,Generated Python translation of Sage source.
Mathematics/EllipticCurvesFixed/Advanced EC/normequation.sage,784,e4f3760b70bc21f47e008bd2eb3b87dd16b09c980e22e9ff33f47763be5ca06f,integrated/reworked,Elliptic Curve Mathematics / Computational Number Theory / Discrete Logarithm Algorithms,Reviewed advanced EC/number-theory material used to correct or extend canonical articles; selected Sage sources retained as companions.
Mathematics/EllipticCurvesFixed/Advanced EC/normequation.sage.py,1451,4c456b1a1f9c50f19d7ac8dabdf30eece7403d1100d911c682f94676d307aae1,discarded generated artifact,,Generated Python translation of Sage source.
Mathematics/EllipticCurvesFixed/Advanced EC/pollardpm1.sage,797,d2696b54f35e16416902dd73e6df7c6ed3d50ca16b3dcb819f60d84a5d42279b,integrated/reworked,Elliptic Curve Mathematics / Computational Number Theory / Discrete Logarithm Algorithms,Reviewed advanced EC/number-theory material used to correct or extend canonical articles; selected Sage sources retained as companions.
Mathematics/EllipticCurvesFixed/Advanced EC/pollardpm1.sage.py,1701,772f21374cc5104dc344dbf31b1875e9f3770e917718fef1ce02086fe5eb5296,discarded generated artifact,,Generated Python translation of Sage source.
Mathematics/EllipticCurvesFixed/Advanced EC/primeform.sage,669,6da594d896321877ea2fee95684e365a62dcc3dc0fc83df0719736611c25dc25,integrated/reworked,Elliptic Curve Mathematics / Computational Number Theory / Discrete Logarithm Algorithms,Reviewed advanced EC/number-theory material used to correct or extend canonical articles; selected Sage sources retained as companions.
Mathematics/EllipticCurvesFixed/Advanced EC/primeform.sage.py,1411,f96357a138e92100d3f7896426a5d6f432c479ff3338f17e917ba73d4039566f,discarded generated artifact,,Generated Python translation of Sage source.
Mathematics/EllipticCurvesFixed/Advanced EC/proofassociativity.sage,4234,92b69459eb4499986103899645e3c23ce806828b1010b09149102f7f88ba939d,integrated/reworked,Elliptic Curve Mathematics / Computational Number Theory / Discrete Logarithm Algorithms,Reviewed advanced EC/number-theory material used to correct or extend canonical articles; selected Sage sources retained as companions.
Mathematics/EllipticCurvesFixed/Advanced EC/proofassociativity.sage.py,5164,966748b9f4c98a03f7f9b6f0ca33a5ebc2e7e91b7a29e14868dbde74549d14e9,discarded generated artifact,,Generated Python translation of Sage source.
Mathematics/EllipticCurvesFixed/Advanced EC/rootfinding.sage,9300,00d2078df2a0df0f791845a81d1c7af5e71b3cd87b958375d1d74ca81944cb5e,integrated/reworked,Elliptic Curve Mathematics / Computational Number Theory / Discrete Logarithm Algorithms,Reviewed advanced EC/number-theory material used to correct or extend canonical articles; selected Sage sources retained as companions.
Mathematics/EllipticCurvesFixed/Advanced EC/rootfinding.sage.py,11720,d47ccf6037d0a40230be2501037de0bed526a0702dcd25a75dbc2cc415ab217c,discarded generated artifact,,Generated Python translation of Sage source.
Mathematics/EllipticCurvesFixed/Advanced EC/schoof.sage,4860,b8b2fec8e2f1fa71f36479c26fa55c720e67dd9de33d638c63a6c72ba613a5a8,integrated/reworked,Elliptic Curve Mathematics / Computational Number Theory / Discrete Logarithm Algorithms,Reviewed advanced EC/number-theory material used to correct or extend canonical articles; selected Sage sources retained as companions.
Mathematics/EllipticCurvesFixed/Advanced EC/schoof.sage.py,5831,6c22bc7c4b603f1b1b75e8db6fd8f568be69e1587857373252945b0e2084c9f4,discarded generated artifact,,Generated Python translation of Sage source.
Mathematics/Factorization Methods/Factorization/Coppersmith_factorization_sage.ipynb,7362,11c0a7ddf112d12b44055fe824629ca9d020b2f47d83698e92db1a20409c31e8,superseded by stronger canonical work,RSA Deep Dives,Coppersmith and ROCA are already covered by the canonical RSA Deep Dive sequence.
Mathematics/Factorization Methods/Factorization/Fermat_fact_p_q_are_close.ipynb,7657,3b572650bab96eee3017db278151b9405cc7b49a8b766f5d87e1cae3d09fa981,integrated/reworked,Computational Number Theory VII / RSA Deep Dives,Factorization notebooks consolidated into the general computational factorization map and the security-focused RSA factorization discussion.
Mathematics/Factorization Methods/Factorization/Lenstra_EC_fact.ipynb,319540,b637b30a64ca752bd4c512a9a9b21ae7a7ccad57cae23c22f04134d28de7096b,integrated/reworked,Computational Number Theory VII / RSA Deep Dives,Factorization notebooks consolidated into the general computational factorization map and the security-focused RSA factorization discussion.
Mathematics/Factorization Methods/Factorization/Pollard_p_minus_1.ipynb,4859,4b463c053870e5c7660517578d77eb09815097f90e79913a8a97ba39eb297053,integrated/reworked,Computational Number Theory VII / RSA Deep Dives,Factorization notebooks consolidated into the general computational factorization map and the security-focused RSA factorization discussion.
Mathematics/Factorization Methods/Factorization/README.md,1105,6bae1e093fddd20dae79ba4c4aa5aea81b40a645c27144eb52402d4a98ccba5d,integrated/reworked,Computational Number Theory VII / RSA Deep Dives,Factorization notebooks consolidated into the general computational factorization map and the security-focused RSA factorization discussion.
Mathematics/Factorization Methods/Factorization/ROCA.ipynb,878022,fdb58e6b7c20795b148ef602489ae6e57ee2bd932e4a388821b3f30ac967e308,superseded by stronger canonical work,RSA Deep Dives,Coppersmith and ROCA are already covered by the canonical RSA Deep Dive sequence.
Mathematics/Factorization Methods/Factorization methods- Theory/Bleichenbacher attack/book-34426.pdf,313811,1db408b97671b3aa308d461300e13faddc0fe04e539a4b46211ade2d7b260584,reference-only retained in source batch,.local-reference-library/source-batches/Mathematics.zip,External factorization papers/notes retained only in the raw source batch.
Mathematics/Factorization Methods/Factorization methods- Theory/Coppersmith/ch19.pdf,237050,33077a3a1fea8f3e715607f6b4c49318c14b29abe7e7e94d11142674ad4eb265,reference-only retained in source batch,.local-reference-library/source-batches/Mathematics.zip,External factorization papers/notes retained only in the raw source batch.
Mathematics/Factorization Methods/Factorization methods- Theory/Coppersmith/intro_to_coppersmiths_method.pdf,300494,e2435d03d2595739ba14d302e0d09a67ca65132adefdbf37c2492eb385e3b5f9,reference-only retained in source batch,.local-reference-library/source-batches/Mathematics.zip,External factorization papers/notes retained only in the raw source batch.
Mathematics/Factorization Methods/Factorization methods- Theory/Coppersmith/lec04.pdf,185284,70afbef6237ebbbff06b8d04393bea34f4c3293142d1207bc27a769832482e7f,reference-only retained in source batch,.local-reference-library/source-batches/Mathematics.zip,External factorization papers/notes retained only in the raw source batch.
Mathematics/Factorization Methods/Factorization methods- Theory/GFNS/briggs_gnfs_thesis.pdf,870013,c1093709418b68508eb7463ffcc3246b604c774f0991a791d45541d42624ddc9,reference-only retained in source batch,.local-reference-library/source-batches/Mathematics.zip,External factorization papers/notes retained only in the raw source batch.
Mathematics/Factorization Methods/Factorization methods- Theory/GFNS/Here’s How Quadratic Sieve Factorization Works _ by Akintunde Ayodele _ Nerd For Tech _ Medium.pdf,6056648,a6c028bbd74bb5b080e425eede7744efe1acf23b6debf5faf6c47778234f12db,reference-only retained in source batch,.local-reference-library/source-batches/Mathematics.zip,External factorization papers/notes retained only in the raw source batch.
Mathematics/Factorization Methods/Factorization methods- Theory/GFNS/NFSmadeeasy.pdf,142363,4bc894b0c7368d56d2355d40a6d6323ef88d88db54b39b1d691242af1dfbdb61,reference-only retained in source batch,.local-reference-library/source-batches/Mathematics.zip,External factorization papers/notes retained only in the raw source batch.
Mathematics/Factorization Methods/Factorization methods- Theory/GFNS/Ntantouri.pdf,585483,cf975a1b2f4c04105fb4f23f04665bfdd64fa61196849b56df498c73feb96073,reference-only retained in source batch,.local-reference-library/source-batches/Mathematics.zip,External factorization papers/notes retained only in the raw source batch.
"Mathematics/Factorization Methods/Factorization methods- Theory/GFNS/The Quadratic Sieve algorithm for Integer Factorization – Risen Crypto – Mathematical Cryptography, zkSNARKs.pdf",528144,7a8ad4238f903569925fc48db96fd1e278424c2e229957520bd63fe702a49092,reference-only retained in source batch,.local-reference-library/source-batches/Mathematics.zip,External factorization papers/notes retained only in the raw source batch.
Mathematics/Factorization Methods/Factorization methods- Theory/Pollard-rho/factoring-notes.pdf,232091,df962061d9e31ba78ec3ae6617dd4106866a90d7c5a04c91af020a240734f99a,reference-only retained in source batch,.local-reference-library/source-batches/Mathematics.zip,External factorization papers/notes retained only in the raw source batch.
Mathematics/Factorization Methods/Factorization methods- Theory/Pollard-rho/FULLTEXT01.pdf,1097068,691b13cd72265c008c2b27fb6bbc37472e3b2d5e0831ff37cd0e18dabb89f459,reference-only retained in source batch,.local-reference-library/source-batches/Mathematics.zip,External factorization papers/notes retained only in the raw source batch.
Mathematics/Factorization Methods/Factorization methods- Theory/Pollard-rho/Honours-Project-Dana-Nickerson.pdf,430810,9d653eeec435ab5996e835e2ca91b6aa452f543a268f16973e3c2f0a36bbc00e,reference-only retained in source batch,.local-reference-library/source-batches/Mathematics.zip,External factorization papers/notes retained only in the raw source batch.
Mathematics/Factorization Methods/Factorization methods- Theory/Pollard-rho/pollard-rho.pdf,300562,af435cc1eb9f3c52ad78a189b00667ea03dc605bc6342900646eb11fe0307e4e,reference-only retained in source batch,.local-reference-library/source-batches/Mathematics.zip,External factorization papers/notes retained only in the raw source batch.
Mathematics/Factorization Methods/Factorization methods- Theory/Pollard-rho/pollardrho.pdf,109348,d0a2acc72aefdc3859dc98fbd7d2b35194465a669fd04951aea369db1ba57d9d,reference-only retained in source batch,.local-reference-library/source-batches/Mathematics.zip,External factorization papers/notes retained only in the raw source batch.
Mathematics/Factorization Methods/Factorization methods- Theory/Pollard-rho/S0025-5718-00-01213-8.pdf,257919,7e445a290c6c706d97296a968b6eb83176082b00d86803bafbc172feeb1a4542,reference-only retained in source batch,.local-reference-library/source-batches/Mathematics.zip,External factorization papers/notes retained only in the raw source batch.
Mathematics/Factorization Methods/Factorization methods- Theory/RSA-survey.pdf,310695,3ce350e43d2afdaf72f772ec8cb8c5df60e94e1bbc2028b45df4ad7619fc4eff,reference-only retained in source batch,.local-reference-library/source-batches/Mathematics.zip,External factorization papers/notes retained only in the raw source batch.
Mathematics/Factorization Methods/Fermat Factorization/fermatfactorization.md,7159,7ef8d4b1ba7b0673b9f737ec0332e9116bf3fd8c8f46cf67fbef6dac255046ee,integrated/reworked,Computational Number Theory VII,Fermat/Pollard factorization notes consolidated into the canonical factorization landscape.
Mathematics/Factorization Methods/Fermat Factorization/fermatfactorization.sage,821,06029224002c39a45ae381c5e4866108ea835f7646126e8e560c60d2996a7075,integrated/reworked,Computational Number Theory VII,Fermat/Pollard factorization notes consolidated into the canonical factorization landscape.
Mathematics/Factorization Methods/pollard_rho_simple.md,4731,2d124dd71a2121a63a7826c24a5a0771d7c377b34f911e65063e0a073414547b,integrated/reworked,Computational Number Theory VII,Fermat/Pollard factorization notes consolidated into the canonical factorization landscape.
Mathematics/Factorization Methods/pollard_rho_simple.sage,308,95dcb6a39d4718382a5bd52526753b4adad9ca3e9eb720bf91711534820bc6a1,integrated/reworked,Computational Number Theory VII,Fermat/Pollard factorization notes consolidated into the canonical factorization landscape.
Mathematics/Factorization.sage,5153,949b1b6a41ba4f89bf1b10fffb49830a1e4cd72d427a9322b62c07a4156ffecd,integrated/reworked,Computational Number Theory VII,Factorization source consolidated.
Mathematics/ff.py,2064,886101547edaa74e234b75f1eb27b62eeb614ecbdc9a03dc6be8ea3b2226812e,integrated/reworked,Finite Fields & Polynomial Arithmetic,Finite-field source consolidated.
Mathematics/Finite Fields/Finite-field-arithmetic-master.zip,171965,25060ea2b976c91bc181fc6a8e155d18a67bb60d912729aa219a296d8268023a,reference-only retained in source batch,.local-reference-library/source-batches/Mathematics.zip,External finite-field code archive retained only as reference/provenance.
Mathematics/Finite Fields/finite-fields-main.zip,20421,928a4b6febe15dc578ab80463f21950728034c3d6f4681622341e6491104890e,reference-only retained in source batch,.local-reference-library/source-batches/Mathematics.zip,External finite-field code archive retained only as reference/provenance.
Mathematics/Finite Fields/PyniteFields-master.zip,29427,458f43460d0909403dd7f8642af41ec64fd95c38fd5d94fc6adcdd9b6d5f7658,reference-only retained in source batch,.local-reference-library/source-batches/Mathematics.zip,External finite-field code archive retained only as reference/provenance.
Mathematics/Finite Fields/randomfields.sage,1535,90725a4b8afde9a9e299d33f9f43f21aa7873971760935657fbedfcda78f2b30,integrated/reworked,Finite Fields & Polynomial Arithmetic,Finite-field computational material consolidated into the dedicated finite-field series.
Mathematics/FiniteFields.md,7983,76119eb1e6fbc018b2d7059607bbf0a8eadec9a6fbecd721f75f05b465786398,integrated/reworked,Finite Fields & Polynomial Arithmetic,Finite-field implementation note corrected and consolidated.
Mathematics/FLT.md,9666,f7ab6997d942ffb31ca966a7c4a4d8beffa802b506c4eec9c10a46ef4cf155ba,superseded by stronger canonical work,Elementary Number Theory Reference,Fermat/Euler/exponentiation material already covered in stronger elementary references.
Mathematics/GaussianIntegers/GI.py,1697,0a2626186a8518f60598a0b6ad47e929e42bb08e602a5648e22da0a3db0ca59c,integrated/reworked,Computational Number Theory III / experiments/mathematics/number-theory,Gaussian-integer code corrected and replaced by a tested canonical implementation and article.
Mathematics/GaussianIntegers/main.py,98,1f4cd6722f7b58c3e454dd0efbefc41f12e2e700343aec9cb8dd69d785ca6958,integrated/reworked,Computational Number Theory III / experiments/mathematics/number-theory,Gaussian-integer code corrected and replaced by a tested canonical implementation and article.
Mathematics/GaussianIntegers/plottingGI.py,1037,b40753c30305ad2de16d621fd610a09e8a57a1afafcf3aed3e9814e40c27495f,integrated/reworked,Computational Number Theory III / experiments/mathematics/number-theory,Gaussian-integer code corrected and replaced by a tested canonical implementation and article.
Mathematics/GaussianIntegers/__pycache__/GI.cpython-39.pyc,2381,bf77eef4e2099ccc22457d4e968c74a4de7334fd3de5a19b11f4c7fd31d29332,discarded generated artifact,,"Notebook checkpoint, Python bytecode, or operating-system metadata."
Mathematics/gcd.sage.py,1151,ab9c0ef1e14c97a1fe4f6612128e87e89b4010fd44db60fdc14c985748de516d,superseded by stronger canonical work,Cryptography From Zero / Elementary Number Theory Reference,GCD material already covered in stronger canonical articles.
Mathematics/generators.sage.py,1804,80349c1615e470c5e44a0e145a18347ce9f4a8668061e6771602dababae197e0,superseded by stronger canonical work,Elementary Number Theory Reference / Diffie–Hellman & ElGamal,Generator/order material already covered.
Mathematics/image.png,55505,1aa8a724a6310ed1ef29229dbf5b0a94c5706ed811baacafb3b9885464a6f9ce,reference-only retained in source batch,.local-reference-library/source-batches/Mathematics.zip,Unscoped source image retained only in provenance archive.
Mathematics/learning-sagemath-main/learning-sagemath-main/Field Theory/normal_and_separable_extensions.sage,653,754c9d7b0c90dc18d8d5bb9bb7f0cc4786399d2159bdcf12f4785487a99ba8f1,integrated/reworked,Abstract Algebra Foundations / experiments/mathematics,Small Sage examples informed the cleaned algebra/module structure; raw repository remains only in the source batch.
Mathematics/learning-sagemath-main/learning-sagemath-main/Field Theory/rational_automorphism.sage,195,1db0df204d7da45db1dd5e6b42e5e8707d2da3522735c7a7f1f0b5b685fe803b,integrated/reworked,Abstract Algebra Foundations / experiments/mathematics,Small Sage examples informed the cleaned algebra/module structure; raw repository remains only in the source batch.
Mathematics/learning-sagemath-main/learning-sagemath-main/Field Theory/splitting_field.sage,468,1d0894c23af5fb7c49daac64a6ca24163e8e7d58f4a72035bc19a6df3849ee20,integrated/reworked,Abstract Algebra Foundations / experiments/mathematics,Small Sage examples informed the cleaned algebra/module structure; raw repository remains only in the source batch.
Mathematics/learning-sagemath-main/learning-sagemath-main/Group Theory/cayley_table.sage,804,4170a04a227c7fbf669a9bfadf422d784df17982298d7a1c0e58253d7bbe0774,integrated/reworked,Abstract Algebra Foundations / experiments/mathematics,Small Sage examples informed the cleaned algebra/module structure; raw repository remains only in the source batch.
Mathematics/learning-sagemath-main/learning-sagemath-main/Group Theory/cosets.sage,582,20c4bf51657e66ab70cf461c4d9115cea144ef0b1aedc4b04f93d72c7e6ee8ee,integrated/reworked,Abstract Algebra Foundations / experiments/mathematics,Small Sage examples informed the cleaned algebra/module structure; raw repository remains only in the source batch.
Mathematics/learning-sagemath-main/learning-sagemath-main/Group Theory/fa_group_order.sage,365,98e938e6ac7eeea296bc6e38ac010dfa35414c5b64a12a6f59dae270ea80bb46,integrated/reworked,Abstract Algebra Foundations / experiments/mathematics,Small Sage examples informed the cleaned algebra/module structure; raw repository remains only in the source batch.
Mathematics/learning-sagemath-main/learning-sagemath-main/Group Theory/fa_subgroups.sage,435,ecb49fdd16097401f3854b7460f64fb523a632f9bb118df5ddbaf5a23df7249e,integrated/reworked,Abstract Algebra Foundations / experiments/mathematics,Small Sage examples informed the cleaned algebra/module structure; raw repository remains only in the source batch.
Mathematics/learning-sagemath-main/learning-sagemath-main/Group Theory/homomorphism.sage,340,86b1853162ea202319dd8efb4107e27fcaf483025a6c06d24a7aeff24cb8c847,integrated/reworked,Abstract Algebra Foundations / experiments/mathematics,Small Sage examples informed the cleaned algebra/module structure; raw repository remains only in the source batch.
Mathematics/learning-sagemath-main/learning-sagemath-main/Group Theory/normal_and_quotient.sage,487,1fbe0d9a901e78d92f830231b4668fdaf66738e97979b09ff70c96970d661b85,integrated/reworked,Abstract Algebra Foundations / experiments/mathematics,Small Sage examples informed the cleaned algebra/module structure; raw repository remains only in the source batch.
Mathematics/learning-sagemath-main/learning-sagemath-main/Module Theory/module_homomorphisms.sage,734,5eca183b76d9a25ce00a4e9342487060090bacb5058660de9c5b16934a2f5641,integrated/reworked,Abstract Algebra Foundations / experiments/mathematics,Small Sage examples informed the cleaned algebra/module structure; raw repository remains only in the source batch.
Mathematics/learning-sagemath-main/learning-sagemath-main/Module Theory/module_over_ring.sage,360,2f44a277b1c2a53c5fc1ce6ea6bb682b3cb4ca8250896d706ecb0940f6b8db76,integrated/reworked,Abstract Algebra Foundations / experiments/mathematics,Small Sage examples informed the cleaned algebra/module structure; raw repository remains only in the source batch.
Mathematics/learning-sagemath-main/learning-sagemath-main/Module Theory/submodules.sage,484,23e2c173d2b04b9151e82ccd8b080488faac7cc58d344aa81bc09e60df68556a,integrated/reworked,Abstract Algebra Foundations / experiments/mathematics,Small Sage examples informed the cleaned algebra/module structure; raw repository remains only in the source batch.
Mathematics/learning-sagemath-main/learning-sagemath-main/Number Theory/class_group.sage,428,2be40f1d407300b1fcb1340aade566fb484b8ce3777af4ec1871dfa555c66219,integrated/reworked,Abstract Algebra Foundations / experiments/mathematics,Small Sage examples informed the cleaned algebra/module structure; raw repository remains only in the source batch.
Mathematics/learning-sagemath-main/learning-sagemath-main/Number Theory/elliptic_curve.sage,182,c410fc832bc037f664088dea092e3e52ea7792ba9e0c1d7a67b88a50145bd61c,integrated/reworked,Abstract Algebra Foundations / experiments/mathematics,Small Sage examples informed the cleaned algebra/module structure; raw repository remains only in the source batch.
Mathematics/learning-sagemath-main/learning-sagemath-main/Ring Theory/identity_homo.sage,365,d88f8cd26d6d3c609aa6e14ebd5c18401a1ab1b7c33cd402603f558581029d41,integrated/reworked,Abstract Algebra Foundations / experiments/mathematics,Small Sage examples informed the cleaned algebra/module structure; raw repository remains only in the source batch.
Mathematics/learning-sagemath-main/learning-sagemath-main/Ring Theory/poly_irreducibility.sage,595,cb36278edff0407b091b75431e130dc30d8ca32386790d166f00189a07bb70ea,integrated/reworked,Abstract Algebra Foundations / experiments/mathematics,Small Sage examples informed the cleaned algebra/module structure; raw repository remains only in the source batch.
Mathematics/learning-sagemath-main/learning-sagemath-main/Ring Theory/ring_properties.sage,895,4b6c3b7f25e162195dbbf4a8971312eaedd699d43251de35420cfa2f6e68f134,integrated/reworked,Abstract Algebra Foundations / experiments/mathematics,Small Sage examples informed the cleaned algebra/module structure; raw repository remains only in the source batch.
Mathematics/Linear Algebra/1. Algebra for lattices.ipynb,286200,c94c860d1c9ef01312de7d735dc7ec7341b106a733469fd22d0bc9b0f63ead6b,integrated/reworked,Linear Algebra & Lattices,Linear-algebra notebook consolidated into the canonical linear-algebra/lattice foundation path.
Mathematics/Linear Algebra/MIT_OCW_Linear_Algebra_18_06-master.zip,12705881,01bd0dc61c47a4f960eb9236905011e8164fd8296f336d3382296c218eb7f453,reference-only retained in source batch,.local-reference-library/source-batches/Mathematics.zip,External linear-algebra/Sage course archive retained only as reference.
Mathematics/Linear Algebra/SageMath-main.zip,234474,3fff7435f431f0c2eacdb553b71d046aa3e73662f0dc40df88cc415a84828fd9,reference-only retained in source batch,.local-reference-library/source-batches/Mathematics.zip,External linear-algebra/Sage course archive retained only as reference.
Mathematics/MAT 410 Advanced Topics in Number Theory/Cyclotomic Numbers N(aX^m+bY^m=1).sagews,3694,1447837a9809cd4061d89856ca8d7d0d29c40637c460d86175c2798165c107bf,reference-only retained in source batch,.local-reference-library/source-batches/Mathematics.zip,Advanced course worksheets/papers retained as provenance; their recurring Gauss/Jacobi/point-counting themes are consolidated into canonical articles rather than published file-by-file.
Mathematics/MAT 410 Advanced Topics in Number Theory/Dirichlet Characters - Examples.sagews,4543,9d34d166baf1344dce8966df7567da205f4dd2b91c1295785fedac75c8599da2,reference-only retained in source batch,.local-reference-library/source-batches/Mathematics.zip,Advanced course worksheets/papers retained as provenance; their recurring Gauss/Jacobi/point-counting themes are consolidated into canonical articles rather than published file-by-file.
Mathematics/MAT 410 Advanced Topics in Number Theory/EC y2=1-x3 over Fp^n.sagews,3541,1c984d50850d310bff4069c482b75bb8e08996683d3d2423823c1dc16ce7fe89,reference-only retained in source batch,.local-reference-library/source-batches/Mathematics.zip,Advanced course worksheets/papers retained as provenance; their recurring Gauss/Jacobi/point-counting themes are consolidated into canonical articles rather than published file-by-file.
Mathematics/MAT 410 Advanced Topics in Number Theory/Elliptic curves - group law.sagews,7218,72678fd1df45476d0c3141628a92f13ec1e72bc0d2e43c17da2bf27545bd69a0,reference-only retained in source batch,.local-reference-library/source-batches/Mathematics.zip,Advanced course worksheets/papers retained as provenance; their recurring Gauss/Jacobi/point-counting themes are consolidated into canonical articles rather than published file-by-file.
Mathematics/MAT 410 Advanced Topics in Number Theory/Elliptic Curves over Finite Fields.sagews,3533,7bfdc28694c526d76ee01196314165767a16c62f74cca93d61ba5dc3df6d347c,reference-only retained in source batch,.local-reference-library/source-batches/Mathematics.zip,Advanced course worksheets/papers retained as provenance; their recurring Gauss/Jacobi/point-counting themes are consolidated into canonical articles rather than published file-by-file.
Mathematics/MAT 410 Advanced Topics in Number Theory/Fermat Cubic Curves x^3+y^3=1.sagews,2661,348f57f8ac753c195a8f857a4db21cbbcd9907fb8e4e3b2295475086240edf19,reference-only retained in source batch,.local-reference-library/source-batches/Mathematics.zip,Advanced course worksheets/papers retained as provenance; their recurring Gauss/Jacobi/point-counting themes are consolidated into canonical articles rather than published file-by-file.
Mathematics/MAT 410 Advanced Topics in Number Theory/Fermat Curves - Higher Genus.sagews,3742,1ae4a5e2224e811a000d14467073122b5dc6a1a3aa25cad890e1990da78484b6,reference-only retained in source batch,.local-reference-library/source-batches/Mathematics.zip,Advanced course worksheets/papers retained as provenance; their recurring Gauss/Jacobi/point-counting themes are consolidated into canonical articles rather than published file-by-file.
Mathematics/MAT 410 Advanced Topics in Number Theory/Finite Circles and Jacobi sums.sagews,7769,efb415539974e2c0db813a16228e304ea7433585843507f8545182fa58285636,reference-only retained in source batch,.local-reference-library/source-batches/Mathematics.zip,Advanced course worksheets/papers retained as provenance; their recurring Gauss/Jacobi/point-counting themes are consolidated into canonical articles rather than published file-by-file.
Mathematics/MAT 410 Advanced Topics in Number Theory/Finite Circles.sagews,16152,8b7652841aaf7573856e7139c228f6bf2eb2805fddbc57e431de1ac5768f550c,reference-only retained in source batch,.local-reference-library/source-batches/Mathematics.zip,Advanced course worksheets/papers retained as provenance; their recurring Gauss/Jacobi/point-counting themes are consolidated into canonical articles rather than published file-by-file.
Mathematics/MAT 410 Advanced Topics in Number Theory/Finite field examples ver2.pdf,50580,3cc8aeb86bf3a803258e34b5ba9e966478a43c0aaa533455ac3d67b51e01d199,reference-only retained in source batch,.local-reference-library/source-batches/Mathematics.zip,Advanced course worksheets/papers retained as provenance; their recurring Gauss/Jacobi/point-counting themes are consolidated into canonical articles rather than published file-by-file.
Mathematics/MAT 410 Advanced Topics in Number Theory/Finite field examples ver2.sagews,2968,30c0fb11b607fbae4b9ff8430002f51bf062affac257f39796048c73f3d493b9,reference-only retained in source batch,.local-reference-library/source-batches/Mathematics.zip,Advanced course worksheets/papers retained as provenance; their recurring Gauss/Jacobi/point-counting themes are consolidated into canonical articles rather than published file-by-file.
