source_path,size_bytes,sha256,disposition,canonical_destination,reason
Secret Sharing/Super NTT/polyntt/$(VENV)/Lib/site-packages/pip/_internal/utils/__pycache__/glibc.cpython-39.pyc,1611,31656694ba1a27ac879011442b591a6270998440f0798919db15299664c9f640,discarded-generated-environment,,"Bundled Python virtual environment; reproducible dependency artifact, not source."
Secret Sharing/Super NTT/polyntt/$(VENV)/Lib/site-packages/pip/_internal/utils/__pycache__/hashes.cpython-39.pyc,4993,7c961bc76816647f9cf72ed7077593bdbd49b710e76e8a8b4d03f6c19897827b,discarded-generated-environment,,"Bundled Python virtual environment; reproducible dependency artifact, not source."
Secret Sharing/Super NTT/polyntt/$(VENV)/Lib/site-packages/pip/_internal/utils/__pycache__/inject_securetransport.cpython-39.pyc,962,4e73ef91e94753ab3ad7ef09de43dedefdde5e6680affc6a69088a37f72566b9,discarded-generated-environment,,"Bundled Python virtual environment; reproducible dependency artifact, not source."
Secret Sharing/Super NTT/polyntt/$(VENV)/Lib/site-packages/pip/_internal/utils/__pycache__/logging.cpython-39.pyc,9042,ad74a497ff7f00a6064f15137fa3a04e2d4d03656dcd3765761a8a59662246df,discarded-generated-environment,,"Bundled Python virtual environment; reproducible dependency artifact, not source."
Secret Sharing/Super NTT/polyntt/$(VENV)/Lib/site-packages/pip/_internal/utils/__pycache__/misc.cpython-39.pyc,21662,86f9074715269cb1c23fcde33b80a5ade410e93a54224327e28bee1c6086fb5b,discarded-generated-environment,,"Bundled Python virtual environment; reproducible dependency artifact, not source."
Secret Sharing/Super NTT/polyntt/$(VENV)/Lib/site-packages/pip/_internal/utils/__pycache__/models.cpython-39.pyc,1893,95a10b7f39e465ff725f3d3f467abb74383930e230880618f7230f4c75d8fcc5,discarded-generated-environment,,"Bundled Python virtual environment; reproducible dependency artifact, not source."
Secret Sharing/Super NTT/polyntt/$(VENV)/Lib/site-packages/pip/_internal/utils/__pycache__/packaging.cpython-39.pyc,2517,0c31944a3f70cc461b65d376fcb809a583f4fcbf369fa01fab92c2fc19ffbefc,discarded-generated-environment,,"Bundled Python virtual environment; reproducible dependency artifact, not source."
Secret Sharing/Super NTT/polyntt/$(VENV)/Lib/site-packages/pip/_internal/utils/__pycache__/parallel.cpython-39.pyc,3034,f07893078ba64737eecb0b2eade0e0ce92788fb64fd50e6aa0bc99e8302c351a,discarded-generated-environment,,"Bundled Python virtual environment; reproducible dependency artifact, not source."
Secret Sharing/Super NTT/polyntt/$(VENV)/Lib/site-packages/pip/_internal/utils/__pycache__/pkg_resources.cpython-39.pyc,1715,8187ad113e1e1fc3381e191806d3b6093d98b20adf20f50bd8784fe3e7223979,discarded-generated-environment,,"Bundled Python virtual environment; reproducible dependency artifact, not source."
Secret Sharing/Super NTT/polyntt/$(VENV)/Lib/site-packages/pip/_internal/utils/__pycache__/setuptools_build.cpython-39.pyc,2959,477922f8a453984bbac07bcdc8e3a25405a3997a0259e7a4ad1b04273cb45b4d,discarded-generated-environment,,"Bundled Python virtual environment; reproducible dependency artifact, not source."
Secret Sharing/Super NTT/polyntt/$(VENV)/Lib/site-packages/pip/_internal/utils/__pycache__/subprocess.cpython-39.pyc,5696,3e9c3f1e3fbaa009e799f501e384ea7a62e2f9e2034e94e64502bc7ae13a9746,discarded-generated-environment,,"Bundled Python virtual environment; reproducible dependency artifact, not source."
Secret Sharing/Super NTT/polyntt/$(VENV)/Lib/site-packages/pip/_internal/utils/__pycache__/temp_dir.cpython-39.pyc,6833,606edb21cefaab5f32a24355f725aa12a37bef3618ebe954e2b8679a80ca55ce,discarded-generated-environment,,"Bundled Python virtual environment; reproducible dependency artifact, not source."
Secret Sharing/Super NTT/polyntt/$(VENV)/Lib/site-packages/pip/_internal/utils/__pycache__/unpacking.cpython-39.pyc,6477,e2da4725e8e068b8e8b1275e3a3da040fbbcbd3a5e3380b93769a41248c6d585,discarded-generated-environment,,"Bundled Python virtual environment; reproducible dependency artifact, not source."
Secret Sharing/Super NTT/polyntt/$(VENV)/Lib/site-packages/pip/_internal/utils/__pycache__/urls.cpython-39.pyc,1533,d76743a89e9f8285aaf1034305179d475329264a73da1f13f2061b058d2a3715,discarded-generated-environment,,"Bundled Python virtual environment; reproducible dependency artifact, not source."
Secret Sharing/Super NTT/polyntt/$(VENV)/Lib/site-packages/pip/_internal/utils/__pycache__/virtualenv.cpython-39.pyc,3212,1242cb27bd72f5db7266f7fb39b1bf4d35788bf6d27dfa018262129490dd6699,discarded-generated-environment,,"Bundled Python virtual environment; reproducible dependency artifact, not source."
Secret Sharing/Super NTT/polyntt/$(VENV)/Lib/site-packages/pip/_internal/utils/__pycache__/wheel.cpython-39.pyc,5963,d7429130081eee64d5cc6daa1c8022ed02d3a18ecf17c1399ca91412932fc75c,discarded-generated-environment,,"Bundled Python virtual environment; reproducible dependency artifact, not source."
Secret Sharing/Super NTT/polyntt/$(VENV)/Lib/site-packages/pip/_internal/utils/__pycache__/_log.cpython-39.pyc,1514,fa92ef3df2e49db78773f3cc7de4c5bc44a9b13acc9bf14d79b0e543e153abfd,discarded-generated-environment,,"Bundled Python virtual environment; reproducible dependency artifact, not source."
Secret Sharing/Super NTT/polyntt/$(VENV)/Lib/site-packages/pip/_internal/utils/__pycache__/__init__.cpython-39.pyc,189,98b43561ced3795983d6578fdd3d0f4df59d47f27e4840fc0efddda81a814930,discarded-generated-environment,,"Bundled Python virtual environment; reproducible dependency artifact, not source."
Secret Sharing/Super NTT/polyntt/$(VENV)/Lib/site-packages/pip/_internal/vcs/bazaar.py,2962,032fef37ef3bbd8484cc1a974f7455c25e34be5939ea3de3cbf01f41b323e2ea,discarded-generated-environment,,"Bundled Python virtual environment; reproducible dependency artifact, not source."
Secret Sharing/Super NTT/polyntt/$(VENV)/Lib/site-packages/pip/_internal/vcs/git.py,17347,5434b3425921d77f74c70e8f321e9f9de240672735b3da87660ba6df03b70ce5,discarded-generated-environment,,"Bundled Python virtual environment; reproducible dependency artifact, not source."
Secret Sharing/Super NTT/polyntt/$(VENV)/Lib/site-packages/pip/_internal/vcs/mercurial.py,5076,5b0a1359941d40df457144c836f21e6f456de3a509fe52dd7f604075e6bd4e27,discarded-generated-environment,,"Bundled Python virtual environment; reproducible dependency artifact, not source."
Secret Sharing/Super NTT/polyntt/$(VENV)/Lib/site-packages/pip/_internal/vcs/subversion.py,11866,151318c7babe6fab245aebfa214eed2720bc266f0f3db94c9c7ed637fb9c5d65,discarded-generated-environment,,"Bundled Python virtual environment; reproducible dependency artifact, not source."
Secret Sharing/Super NTT/polyntt/$(VENV)/Lib/site-packages/pip/_internal/vcs/versioncontrol.py,23276,8cc2a2b701386d0e398ce28aa26071801ca99b64dcb8319659d4d498f6be3144,discarded-generated-environment,,"Bundled Python virtual environment; reproducible dependency artifact, not source."
Secret Sharing/Super NTT/polyntt/$(VENV)/Lib/site-packages/pip/_internal/vcs/__init__.py,596,500aafce96e2d156d9a3751beac904799030fa8a08651fb35ff5a909bc720a85,discarded-generated-environment,,"Bundled Python virtual environment; reproducible dependency artifact, not source."
Secret Sharing/Super NTT/polyntt/$(VENV)/Lib/site-packages/pip/_internal/vcs/__pycache__/bazaar.cpython-39.pyc,2998,98522f4961ab5f21f56253e38e6b9d8a92641c856eb46dc731f45eb4dcb002b0,discarded-generated-environment,,"Bundled Python virtual environment; reproducible dependency artifact, not source."
Secret Sharing/Super NTT/polyntt/$(VENV)/Lib/site-packages/pip/_internal/vcs/__pycache__/git.cpython-39.pyc,11713,ff83356ac597d8dc3c8cf064614ce3ddba8d3a93c59a1eb6a4e3557fb5e34396,discarded-generated-environment,,"Bundled Python virtual environment; reproducible dependency artifact, not source."
Secret Sharing/Super NTT/polyntt/$(VENV)/Lib/site-packages/pip/_internal/vcs/__pycache__/mercurial.cpython-39.pyc,4645,f7c497423eea2d4124e2f4435092c29767fe25336891e1f33a8a69504697e9d0,discarded-generated-environment,,"Bundled Python virtual environment; reproducible dependency artifact, not source."
Secret Sharing/Super NTT/polyntt/$(VENV)/Lib/site-packages/pip/_internal/vcs/__pycache__/subversion.cpython-39.pyc,7959,b113793f4cb855303f93c2623a703211d20128f61f9344219282e08bad9ab774,discarded-generated-environment,,"Bundled Python virtual environment; reproducible dependency artifact, not source."
Secret Sharing/Super NTT/polyntt/$(VENV)/Lib/site-packages/pip/_internal/vcs/__pycache__/versioncontrol.cpython-39.pyc,19482,af87a1eea550943214c0400cb021e25efd9648d406c90f73995f1b2e4e19a13e,discarded-generated-environment,,"Bundled Python virtual environment; reproducible dependency artifact, not source."
Secret Sharing/Super NTT/polyntt/$(VENV)/Lib/site-packages/pip/_internal/vcs/__pycache__/__init__.cpython-39.pyc,512,40b529fc1e3aa81e1d395e692e28fdd391fb3888a2f29f74d80efa067dfc612f,discarded-generated-environment,,"Bundled Python virtual environment; reproducible dependency artifact, not source."
Secret Sharing/Super NTT/polyntt/$(VENV)/Lib/site-packages/pip/_internal/wheel_builder.py,11740,856eb7666001afae6b3a24910475eed63054744670e4b662c342da4016f3d252,discarded-generated-environment,,"Bundled Python virtual environment; reproducible dependency artifact, not source."
Secret Sharing/Super NTT/polyntt/$(VENV)/Lib/site-packages/pip/_internal/__init__.py,573,9e7142bb1acf32000bac80f14a8cbe1fa663e16e1463ad03fae2f5689caad297,discarded-generated-environment,,"Bundled Python virtual environment; reproducible dependency artifact, not source."
Secret Sharing/Super NTT/polyntt/$(VENV)/Lib/site-packages/pip/_internal/__pycache__/build_env.cpython-39.pyc,9089,fe533b59a833321a60826524ecea860c7e4b7aa2ba2706b0599401b6c050937d,discarded-generated-environment,,"Bundled Python virtual environment; reproducible dependency artifact, not source."
Secret Sharing/Super NTT/polyntt/$(VENV)/Lib/site-packages/pip/_internal/__pycache__/cache.cpython-39.pyc,7840,221753b4950eb532de5ec1547382c302415e0cb2501bb90f24862efcd1260788,discarded-generated-environment,,"Bundled Python virtual environment; reproducible dependency artifact, not source."
Secret Sharing/Super NTT/polyntt/$(VENV)/Lib/site-packages/pip/_internal/__pycache__/configuration.cpython-39.pyc,10692,1fc45a55cf2718e5ad22e6c47ac1352fc0a2455a92c87a0ed110ebba6c51c45d,discarded-generated-environment,,"Bundled Python virtual environment; reproducible dependency artifact, not source."
Secret Sharing/Super NTT/polyntt/$(VENV)/Lib/site-packages/pip/_internal/__pycache__/exceptions.cpython-39.pyc,15641,fee98816829adbffb3dd634c1c3e6d2d0f803c5c905d20eabeaf8eb1e503e2bc,discarded-generated-environment,,"Bundled Python virtual environment; reproducible dependency artifact, not source."
Secret Sharing/Super NTT/polyntt/$(VENV)/Lib/site-packages/pip/_internal/__pycache__/main.cpython-39.pyc,574,4a39f7e82b47bf1d98b147fbc73f29e4524e3e047afa76e55d81f2b563054c33,discarded-generated-environment,,"Bundled Python virtual environment; reproducible dependency artifact, not source."
Secret Sharing/Super NTT/polyntt/$(VENV)/Lib/site-packages/pip/_internal/__pycache__/pyproject.cpython-39.pyc,3453,a3577004e6a6de1f8670238501c5ec6dd1daf92272a8f2077b51002879ff5b2e,discarded-generated-environment,,"Bundled Python virtual environment; reproducible dependency artifact, not source."
Secret Sharing/Super NTT/polyntt/$(VENV)/Lib/site-packages/pip/_internal/__pycache__/self_outdated_check.cpython-39.pyc,4337,37db517be91ba7462527f9c0ec9931e26ffc199085a58d9676baef7f63814d1b,discarded-generated-environment,,"Bundled Python virtual environment; reproducible dependency artifact, not source."
Secret Sharing/Super NTT/polyntt/$(VENV)/Lib/site-packages/pip/_internal/__pycache__/wheel_builder.cpython-39.pyc,8275,d9466a08b79f013f0ae6fac001e33a259b88274bc62a09d091be4b3354f36ff3,discarded-generated-environment,,"Bundled Python virtual environment; reproducible dependency artifact, not source."
Secret Sharing/Super NTT/polyntt/$(VENV)/Lib/site-packages/pip/_internal/__pycache__/__init__.cpython-39.pyc,750,f7894a81076361d4c400adc192b7923e62bfc2fa4be117e002d405b862ce9d48,discarded-generated-environment,,"Bundled Python virtual environment; reproducible dependency artifact, not source."
Secret Sharing/Super NTT/polyntt/$(VENV)/Lib/site-packages/pip/_vendor/appdirs.py,25907,33a218449b5d6609923c25c248c051074553dcff0c7456d60836d22eb07611b8,discarded-generated-environment,,"Bundled Python virtual environment; reproducible dependency artifact, not source."
Secret Sharing/Super NTT/polyntt/$(VENV)/Lib/site-packages/pip/_vendor/cachecontrol/adapter.py,4882,b12c1a49877ddc821f085538b4e3204a8e9bd8b0adfe0052690523f24b4914e0,discarded-generated-environment,,"Bundled Python virtual environment; reproducible dependency artifact, not source."
Secret Sharing/Super NTT/polyntt/$(VENV)/Lib/site-packages/pip/_vendor/cachecontrol/cache.py,805,d5f738c093fc1d8b75c9c9c95de130e690a97812f60aac71ea0f456f40180d64,discarded-generated-environment,,"Bundled Python virtual environment; reproducible dependency artifact, not source."
Secret Sharing/Super NTT/polyntt/$(VENV)/Lib/site-packages/pip/_vendor/cachecontrol/caches/file_cache.py,4153,9d854ab09b5787a8095ef767d625b2ae1c6f930a50acaf9e2a8311cee8b090a9,discarded-generated-environment,,"Bundled Python virtual environment; reproducible dependency artifact, not source."
Secret Sharing/Super NTT/polyntt/$(VENV)/Lib/site-packages/pip/_vendor/cachecontrol/caches/redis_cache.py,856,1f17a5329342a3e758af67e2243c0cde1861466c5462d079b579b51a90004f86,discarded-generated-environment,,"Bundled Python virtual environment; reproducible dependency artifact, not source."
Secret Sharing/Super NTT/polyntt/$(VENV)/Lib/site-packages/pip/_vendor/cachecontrol/caches/__init__.py,86,fa01cd298bda783d243a4e4cef878eaec4a020a52d0ba8ba19f6e6ba01b0784a,discarded-generated-environment,,"Bundled Python virtual environment; reproducible dependency artifact, not source."
Secret Sharing/Super NTT/polyntt/$(VENV)/Lib/site-packages/pip/_vendor/cachecontrol/caches/__pycache__/file_cache.cpython-39.pyc,3307,12ddb40ee9800c9bb17d9be36f58ba1ef130405935b48a4b830020722fe136a7,discarded-generated-environment,,"Bundled Python virtual environment; reproducible dependency artifact, not source."
Secret Sharing/Super NTT/polyntt/$(VENV)/Lib/site-packages/pip/_vendor/cachecontrol/caches/__pycache__/redis_cache.cpython-39.pyc,1563,cc610505acc6b13ce9cb1cb153308a177202f60ad0765fd6c4cbdf07878f0b62,discarded-generated-environment,,"Bundled Python virtual environment; reproducible dependency artifact, not source."
Secret Sharing/Super NTT/polyntt/$(VENV)/Lib/site-packages/pip/_vendor/cachecontrol/caches/__pycache__/__init__.cpython-39.pyc,291,08da89a500c83c5e7df55b42dc8f92fe6c0997f5ead76c0ea4176229ab2ee931,discarded-generated-environment,,"Bundled Python virtual environment; reproducible dependency artifact, not source."
Secret Sharing/Super NTT/polyntt/$(VENV)/Lib/site-packages/pip/_vendor/cachecontrol/compat.py,695,90736f31176deacfd7c2aabff6a266afda2edf060c38c50cc4f3dcc0dc53f0c7,discarded-generated-environment,,"Bundled Python virtual environment; reproducible dependency artifact, not source."
Secret Sharing/Super NTT/polyntt/$(VENV)/Lib/site-packages/pip/_vendor/cachecontrol/controller.py,14149,096117de979d20cf6ceb4b2e7f8cd93ed9bf26f5609efa203062bf3a2046e45f,discarded-generated-environment,,"Bundled Python virtual environment; reproducible dependency artifact, not source."
Secret Sharing/Super NTT/polyntt/$(VENV)/Lib/site-packages/pip/_vendor/cachecontrol/filewrapper.py,2533,bc008a3bc2e5ceefd95b28d5d45c67d4c0384c653ad0de4ddc64ab0057406364,discarded-generated-environment,,"Bundled Python virtual environment; reproducible dependency artifact, not source."
Secret Sharing/Super NTT/polyntt/$(VENV)/Lib/site-packages/pip/_vendor/cachecontrol/heuristics.py,4070,045187277c90731bd98b37e8f742cb674e13fd9e574825ef168b6ba7b52cd2c7,discarded-generated-environment,,"Bundled Python virtual environment; reproducible dependency artifact, not source."
Secret Sharing/Super NTT/polyntt/$(VENV)/Lib/site-packages/pip/_vendor/cachecontrol/serialize.py,7091,bc86b88efab8c7f29238b74421e7689275f669760742e8cb0c5578f85db50e7a,discarded-generated-environment,,"Bundled Python virtual environment; reproducible dependency artifact, not source."
Secret Sharing/Super NTT/polyntt/$(VENV)/Lib/site-packages/pip/_vendor/cachecontrol/wrapper.py,690,e4b5f4b89c2435052d612130dda1a61aef5663cc068a977cd6627c946d1dd0ce,discarded-generated-environment,,"Bundled Python virtual environment; reproducible dependency artifact, not source."
Secret Sharing/Super NTT/polyntt/$(VENV)/Lib/site-packages/pip/_vendor/cachecontrol/_cmd.py,1295,511184d0aac0f3b41e9021b74863dab6548f4f9ef57594c38cd6be6575f7a437,discarded-generated-environment,,"Bundled Python virtual environment; reproducible dependency artifact, not source."
Secret Sharing/Super NTT/polyntt/$(VENV)/Lib/site-packages/pip/_vendor/cachecontrol/__init__.py,302,a49b40694c4eb0c3e7cad2350378ee009917603afc92b7529ec838620dce0448,discarded-generated-environment,,"Bundled Python virtual environment; reproducible dependency artifact, not source."
Secret Sharing/Super NTT/polyntt/$(VENV)/Lib/site-packages/pip/_vendor/cachecontrol/__pycache__/adapter.cpython-39.pyc,3073,bf236026f6729f92d93f612ed270c1a5db9df4af7ab22ca4036bf41a12149a2a,discarded-generated-environment,,"Bundled Python virtual environment; reproducible dependency artifact, not source."
Secret Sharing/Super NTT/polyntt/$(VENV)/Lib/site-packages/pip/_vendor/cachecontrol/__pycache__/cache.cpython-39.pyc,1820,4d557e063c6d1a729cb4ba1cc7b4ae25f83002d04862a694a0b78ea4f0c6cade,discarded-generated-environment,,"Bundled Python virtual environment; reproducible dependency artifact, not source."
Secret Sharing/Super NTT/polyntt/$(VENV)/Lib/site-packages/pip/_vendor/cachecontrol/__pycache__/compat.cpython-39.pyc,744,565b2b6f066d5abff76c673344e16a73c6287334d619ab79162db5fe7f0f222e,discarded-generated-environment,,"Bundled Python virtual environment; reproducible dependency artifact, not source."
Secret Sharing/Super NTT/polyntt/$(VENV)/Lib/site-packages/pip/_vendor/cachecontrol/__pycache__/controller.cpython-39.pyc,7761,d44ebafb18e653d4be631949503a143c2a503a6068be56b7edf7ff57b0408d06,discarded-generated-environment,,"Bundled Python virtual environment; reproducible dependency artifact, not source."
Secret Sharing/Super NTT/polyntt/$(VENV)/Lib/site-packages/pip/_vendor/cachecontrol/__pycache__/filewrapper.cpython-39.pyc,2169,8f22d0d2a86e803839d76cea3e2a7b7216ca5d84edae8a5cf262b5ce46ee1c76,discarded-generated-environment,,"Bundled Python virtual environment; reproducible dependency artifact, not source."
Secret Sharing/Super NTT/polyntt/$(VENV)/Lib/site-packages/pip/_vendor/cachecontrol/__pycache__/heuristics.cpython-39.pyc,4701,cf01971d866b1da394ca5edbc2f52d00fa38ffdbd49fa2a61469673b3cf0f209,discarded-generated-environment,,"Bundled Python virtual environment; reproducible dependency artifact, not source."
Secret Sharing/Super NTT/polyntt/$(VENV)/Lib/site-packages/pip/_vendor/cachecontrol/__pycache__/serialize.cpython-39.pyc,4220,e033a1cbfd611d535d39095d54f80968462b806a0020ea862a26e4fad5973692,discarded-generated-environment,,"Bundled Python virtual environment; reproducible dependency artifact, not source."
Secret Sharing/Super NTT/polyntt/$(VENV)/Lib/site-packages/pip/_vendor/cachecontrol/__pycache__/wrapper.cpython-39.pyc,671,b334c95da4a557c0c4bbb03f5dc6223a82df2f0395d5bb682df88ee087dfa912,discarded-generated-environment,,"Bundled Python virtual environment; reproducible dependency artifact, not source."
Secret Sharing/Super NTT/polyntt/$(VENV)/Lib/site-packages/pip/_vendor/cachecontrol/__pycache__/_cmd.cpython-39.pyc,1568,fcbddfbcd11c0e22c546cd30bb205f319a4bce9fd60b5d517ef8a016db17d467,discarded-generated-environment,,"Bundled Python virtual environment; reproducible dependency artifact, not source."
Secret Sharing/Super NTT/polyntt/$(VENV)/Lib/site-packages/pip/_vendor/cachecontrol/__pycache__/__init__.cpython-39.pyc,547,de81010f4604dff5c7c979a84af4af3bd3c0de248be365a4a81ccb7a686ec360,discarded-generated-environment,,"Bundled Python virtual environment; reproducible dependency artifact, not source."
Secret Sharing/Super NTT/polyntt/$(VENV)/Lib/site-packages/pip/_vendor/certifi/cacert.pem,259465,de2fa17c4d8ae68dc204a1b6b58b7a7a12569367cfeb8a3a4e1f377c73e83e9e,discarded-generated-environment,,"Bundled Python virtual environment; reproducible dependency artifact, not source."
Secret Sharing/Super NTT/polyntt/$(VENV)/Lib/site-packages/pip/_vendor/certifi/core.py,2840,80e15dd331d8971e24aeb2c49fdf367ac3ad9b3ddd8e21b40454838608e5bdc2,discarded-generated-environment,,"Bundled Python virtual environment; reproducible dependency artifact, not source."
Secret Sharing/Super NTT/polyntt/$(VENV)/Lib/site-packages/pip/_vendor/certifi/__init__.py,62,f9befcb5789b6e5d2ab600b3bfdb5cf6fea8cf070d5fdd79953f537f86bd95db,discarded-generated-environment,,"Bundled Python virtual environment; reproducible dependency artifact, not source."
Secret Sharing/Super NTT/polyntt/$(VENV)/Lib/site-packages/pip/_vendor/certifi/__main__.py,255,d64dc2afde6f0b1c464460e58eb5b7c0c76965d2f73617f4bb59fe936a9db026,discarded-generated-environment,,"Bundled Python virtual environment; reproducible dependency artifact, not source."
Secret Sharing/Super NTT/polyntt/$(VENV)/Lib/site-packages/pip/_vendor/certifi/__pycache__/core.cpython-39.pyc,1541,8d3d1e75a9f965ad4dfe698caf9ba6f5123363da656f37fb70447986d9f41ee9,discarded-generated-environment,,"Bundled Python virtual environment; reproducible dependency artifact, not source."
Secret Sharing/Super NTT/polyntt/$(VENV)/Lib/site-packages/pip/_vendor/certifi/__pycache__/__init__.cpython-39.pyc,273,d1f5ddf7b60105eeab11e3092d24adf97eafedbd207cde57f75456ce81dc98e4,discarded-generated-environment,,"Bundled Python virtual environment; reproducible dependency artifact, not source."
Secret Sharing/Super NTT/polyntt/$(VENV)/Lib/site-packages/pip/_vendor/certifi/__pycache__/__main__.cpython-39.pyc,450,2b5d1c93f15a26d38765be8a91f0a67596defaf6c86b138118ad4994bd338179,discarded-generated-environment,,"Bundled Python virtual environment; reproducible dependency artifact, not source."
Secret Sharing/Super NTT/polyntt/$(VENV)/Lib/site-packages/pip/_vendor/chardet/big5freq.py,31254,0ffccae46cb3a15b117acd0790b2738a5b45417d1b2822ceac57bdff10ef3bff,discarded-generated-environment,,"Bundled Python virtual environment; reproducible dependency artifact, not source."
Secret Sharing/Super NTT/polyntt/$(VENV)/Lib/site-packages/pip/_vendor/chardet/big5prober.py,1757,901c476dd7ad0693deef1ae56fe7bdf748a8b7ae20fde1922dddf6941eff8773,discarded-generated-environment,,"Bundled Python virtual environment; reproducible dependency artifact, not source."
Secret Sharing/Super NTT/polyntt/$(VENV)/Lib/site-packages/pip/_vendor/chardet/chardistribution.py,9411,df0a164bad8aac6a282b2ab3e334129e315b2696ba57b834d9d68089b4f0725f,discarded-generated-environment,,"Bundled Python virtual environment; reproducible dependency artifact, not source."
Secret Sharing/Super NTT/polyntt/$(VENV)/Lib/site-packages/pip/_vendor/chardet/charsetgroupprober.py,3839,1992d17873fa151467e3786f48ea060b161a984acacf2a7a460390c55782de48,discarded-generated-environment,,"Bundled Python virtual environment; reproducible dependency artifact, not source."
Secret Sharing/Super NTT/polyntt/$(VENV)/Lib/site-packages/pip/_vendor/chardet/charsetprober.py,5110,2929b0244ae3ca9ca3d1b459982e45e5e33b73c61080b6088d95e29ed64db2d8,discarded-generated-environment,,"Bundled Python virtual environment; reproducible dependency artifact, not source."
Secret Sharing/Super NTT/polyntt/$(VENV)/Lib/site-packages/pip/_vendor/chardet/cli/chardetect.py,2747,5cae73aa3506d9ae3ecba78b1d9f13858729e96594add96610bc4dca971cd921,discarded-generated-environment,,"Bundled Python virtual environment; reproducible dependency artifact, not source."
Secret Sharing/Super NTT/polyntt/$(VENV)/Lib/site-packages/pip/_vendor/chardet/cli/__init__.py,1,01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,discarded-generated-environment,,"Bundled Python virtual environment; reproducible dependency artifact, not source."
Secret Sharing/Super NTT/polyntt/$(VENV)/Lib/site-packages/pip/_vendor/chardet/cli/__pycache__/chardetect.cpython-39.pyc,2687,0ce6a2e63b76b4a2f937f8e839ec36ea5d8c6b97e9728d448b486a6139e4ffac,discarded-generated-environment,,"Bundled Python virtual environment; reproducible dependency artifact, not source."
Secret Sharing/Super NTT/polyntt/$(VENV)/Lib/site-packages/pip/_vendor/chardet/cli/__pycache__/__init__.cpython-39.pyc,193,06c7b3b3520a2da050452322a5cbd46c120bea11a4daa269f99feda1c4784146,discarded-generated-environment,,"Bundled Python virtual environment; reproducible dependency artifact, not source."
Secret Sharing/Super NTT/polyntt/$(VENV)/Lib/site-packages/pip/_vendor/chardet/codingstatemachine.py,3590,558a7fe9ccb2922e6c1e05c34999d75b8ab5a1e94773772ef40c904d7eeeba0f,discarded-generated-environment,,"Bundled Python virtual environment; reproducible dependency artifact, not source."
Secret Sharing/Super NTT/polyntt/$(VENV)/Lib/site-packages/pip/_vendor/chardet/compat.py,1200,e34cebeb0202670927c72b8b18670838fcaf7bc0d379b0426dbbedb6f9e6a794,discarded-generated-environment,,"Bundled Python virtual environment; reproducible dependency artifact, not source."
Secret Sharing/Super NTT/polyntt/$(VENV)/Lib/site-packages/pip/_vendor/chardet/cp949prober.py,1855,4d9e37e105fccf306c9d4bcbffcc26e004154d9d9992a10440bfe5370f5ff68c,discarded-generated-environment,,"Bundled Python virtual environment; reproducible dependency artifact, not source."
Secret Sharing/Super NTT/polyntt/$(VENV)/Lib/site-packages/pip/_vendor/chardet/enums.py,1661,0229b075bf5ab357492996853541f63a158854155de9990927f58ae6c358f1c5,discarded-generated-environment,,"Bundled Python virtual environment; reproducible dependency artifact, not source."
Secret Sharing/Super NTT/polyntt/$(VENV)/Lib/site-packages/pip/_vendor/chardet/escprober.py,3950,924caa560d58c370c8380309d9b765c9081415086e1c05bc7541ac913a0d5927,discarded-generated-environment,,"Bundled Python virtual environment; reproducible dependency artifact, not source."
Secret Sharing/Super NTT/polyntt/$(VENV)/Lib/site-packages/pip/_vendor/chardet/escsm.py,10510,46e5e580dbd32036ab9ddbe594d0a4e56641229742c50d2471df4402ec5487ce,discarded-generated-environment,,"Bundled Python virtual environment; reproducible dependency artifact, not source."
Secret Sharing/Super NTT/polyntt/$(VENV)/Lib/site-packages/pip/_vendor/chardet/eucjpprober.py,3749,883f09769d084918e08e254dedfd1ef3119e409e46336a1e675740f276d2794c,discarded-generated-environment,,"Bundled Python virtual environment; reproducible dependency artifact, not source."
Secret Sharing/Super NTT/polyntt/$(VENV)/Lib/site-packages/pip/_vendor/chardet/euckrfreq.py,13546,fbb19d9af8167b3e3e78ee12b97a5aeed0620e2e6f45743c5af74503355a49fa,discarded-generated-environment,,"Bundled Python virtual environment; reproducible dependency artifact, not source."
Secret Sharing/Super NTT/polyntt/$(VENV)/Lib/site-packages/pip/_vendor/chardet/euckrprober.py,1748,32a14c4d05f15b81dbcc8a59f652831c1dc637c48fe328877a74e67fc83f3f16,discarded-generated-environment,,"Bundled Python virtual environment; reproducible dependency artifact, not source."
Secret Sharing/Super NTT/polyntt/$(VENV)/Lib/site-packages/pip/_vendor/chardet/euctwfreq.py,31621,368d56c9db853a00795484d403b3cbc82e6825137347231b07168a235975e8c0,discarded-generated-environment,,"Bundled Python virtual environment; reproducible dependency artifact, not source."
Secret Sharing/Super NTT/polyntt/$(VENV)/Lib/site-packages/pip/_vendor/chardet/euctwprober.py,1747,d77a7a10fe3245ac6a9cfe221edc47389e91db3c47ab5fe6f214d18f3559f797,discarded-generated-environment,,"Bundled Python virtual environment; reproducible dependency artifact, not source."
Secret Sharing/Super NTT/polyntt/$(VENV)/Lib/site-packages/pip/_vendor/chardet/gb2312freq.py,20715,257f25b3078a2e69c2c2693c507110b0b824affacffe411bbe2bc2e2a3ceae57,discarded-generated-environment,,"Bundled Python virtual environment; reproducible dependency artifact, not source."
